file,label,phone,fold,score
13396.png,0,none,0,8.49364161240103
13410.png,0,none,2,1.5052786361953667
13414.png,0,none,0,6.499688849254488
13461.png,0,none,1,1.317501374968523
13478.png,0,none,3,1.5635356000161684
13497.png,0,none,2,13.811188124210375
13502.png,0,none,3,6.530457419152183
13530.png,0,none,1,2.7893944628617326
13562.png,0,none,2,32.05102638294014
13568.png,0,none,3,2.116239489853834
13582.png,0,none,0,15.68726018320224
13583.png,0,none,3,2.281790665886011
13597.png,0,none,3,1.9407857108062272
13610.png,0,none,1,2.5139718752208577
13620.png,0,none,1,2.1043776143240756
13638.png,0,none,2,0.44521828969745963
13695.png,0,none,1,6.423033342960319
13715.png,0,none,0,1.1083587065178753
13719.png,0,none,3,2.1220750621319633
13753.png,0,none,1,1.6312628711313002
13777.png,0,none,2,10.281049865891346
13871.png,0,none,0,5.474640229789623
13890.png,0,none,0,3.4166815802710815
13925.png,0,none,2,2.400609081005622
13993.png,0,none,0,0.9297231057009506
13999.png,0,none,3,1.6760598331386354
14019.png,0,none,0,1.565659302538125
14036.png,0,none,3,3.00049978525617
14055.png,0,none,2,5.242251893433141
14067.png,0,none,3,13.54025864393967
14083.png,0,none,0,10.045171688343743
14088.png,0,none,1,1.1600857107561338
14164.png,0,none,3,4.261107906043494
14215.png,0,none,2,2.6225665581118065
14224.png,0,none,2,1.7184402631530842
14261.png,0,none,0,6.354254753075887
14285.png,0,none,2,3.605375139309455
14392.png,0,none,2,0.663166714868883
14394.png,0,none,3,3.3794983828773524
14397.png,0,none,0,1.9003922549083332
14407.png,0,none,1,9.483397202085781
14413.png,0,none,0,3.5821028467199096
14419.png,0,none,2,5.728103215797194
14511.png,0,none,0,7.733867079006106
14512.png,0,none,1,1.6384160329615567
14515.png,0,none,2,6.536121032805326
14540.png,0,none,0,2.1066310940378847
14555.png,0,none,0,3.2019277082045443
14593.png,0,none,2,1.7605206223407404
14619.png,0,none,3,1.1711163395756599
14663.png,0,none,1,1.099641260765597
14678.png,0,none,0,1.230274844312476
14686.png,0,none,0,0.7774167534837341
14701.png,0,none,3,2.763430142831292
14708.png,0,none,1,3.891655380740056
14713.png,0,none,1,3.819620358873063
14723.png,0,none,1,1.8121312065079498
14735.png,0,none,3,7.2810982492607135
14742.png,0,none,0,13.691712490377766
14764.png,0,none,2,3.469592718949124
14784.png,0,none,3,1.041554215619147
14812.png,0,none,2,2.028920715593436
14862.png,0,none,0,24.77610693699231
14885.png,0,none,3,13.276510571933958
14899.png,0,none,0,10.05526439159942
14909.png,0,none,2,2.033187283996313
14921.png,0,none,1,2.5169338981232197
14930.png,0,none,0,2.463407298859072
14977.png,0,none,1,7.465093728258118
15038.png,0,none,1,12.611472459503071
15121.png,0,none,1,1.3037716386718556
15132.png,0,none,1,15.381219532887368
15139.png,0,none,1,2.5157033966950673
15140.png,0,none,1,1.967455394442914
15156.png,0,none,3,1.9254891575457245
15170.png,0,none,2,0.8809487352856242
15174.png,0,none,2,11.650979166407762
15219.png,0,none,3,1.8134554323700927
15240.png,0,none,3,3.794322801929744
15243.png,0,none,3,3.317474108724627
15255.png,0,none,1,2.0793148490042923
15286.png,0,none,0,0.42857649231164063
15305.png,0,none,3,0.6295638992636281
15326.png,0,none,3,11.014919530516973
15370.png,0,none,0,1.7223977979517107
15376.png,0,none,0,21.058818366710444
15386.png,0,none,2,3.914440700196643
15390.png,0,none,1,2.3741720912822597
15407.png,0,none,1,2.7321812108435655
15421.png,0,none,0,11.524803678701199
15470.png,0,none,3,13.903638754153855
15554.png,0,none,0,0.6211510605519688
15581.png,0,none,0,1.679325248231069
15609.png,0,none,1,3.1783181415616655
15636.png,0,none,3,18.851377082015844
15637.png,0,none,3,2.7237913803072447
15699.png,0,none,2,1.9939453544163395
15722.png,0,none,3,1.4990775415165636
15773.png,0,none,3,2.3038361625872206
15841.png,0,none,0,2.2050417370594486
15843.png,0,none,2,5.444848628475218
15860.png,0,none,2,1.6068603232973546
15883.png,0,none,1,6.202247382969841
15915.png,0,none,3,3.712640795073649
15947.png,0,none,2,1.0565311702830111
15965.png,0,none,2,0.9951252442402888
15983.png,0,none,2,0.8945740186155947
16038.png,0,none,0,4.92642119452289
16049.png,0,none,2,1.1285570822483029
16068.png,0,none,2,6.216243020626358
16079.png,0,none,3,3.494964807028708
16102.png,0,none,2,1.5015011994467116
16132.png,0,none,0,5.375459266548061
16170.png,0,none,3,17.91048976135269
16193.png,0,none,2,7.8451716683634265
16220.png,0,none,2,1.2334232060563046
16223.png,0,none,3,1.9531568297279862
16229.png,0,none,0,2.096724708904552
16241.png,0,none,3,1.8548946683773706
16243.png,0,none,0,0.7262074557097604
16259.png,0,none,3,3.1853313944020276
16260.png,0,none,3,2.3658484020916037
16311.png,0,none,0,2.4230780495533843
16321.png,0,none,1,1.6955447158121613
16367.png,0,none,0,2.1535144540365283
16402.png,0,none,0,4.302875530481623
16405.png,0,none,0,2.5603338807213407
16412.png,0,none,3,1.2477931867600789
16469.png,0,none,2,1.797911612628009
16529.png,0,none,2,0.940426443921132
16535.png,0,none,2,20.101511840539622
16557.png,0,none,2,1.0274400084627322
16581.png,0,none,1,0.24368962770676308
16582.png,0,none,3,6.732903355883253
16583.png,0,none,3,1.135905535385241
16599.png,0,none,2,1.7031175151639277
16600.png,0,none,3,4.7009796616697335
16603.png,0,none,0,4.650714292938155
16639.png,0,none,2,2.601360477086668
16670.png,0,none,3,3.327906439797156
16704.png,0,none,3,3.462733488890191
16710.png,0,none,3,9.949583034587294
16780.png,0,none,1,2.646915958397184
16813.png,0,none,1,0.8600051119807557
16843.png,0,none,1,5.981518829696032
16850.png,0,none,3,0.7211145684221243
16861.png,0,none,2,124.0544306400269
16865.png,0,none,2,2.6738455209834076
16873.png,0,none,2,6.257810524568325
16879.png,0,none,3,5.741898164169713
16909.png,0,none,2,3.0057032374378316
16911.png,0,none,1,1.574406490936559
16924.png,0,none,1,2.700997629130275
16942.png,0,none,0,11.753568012660397
16986.png,0,none,1,1.4674967287794876
17017.png,0,none,2,8.0285208116145
17053.png,0,none,2,2.235273080271968
17055.png,0,none,3,1.8427806112101544
17058.png,0,none,3,8.612603883187315
17088.png,0,none,2,2.4835663380133775
17093.png,0,none,0,3.555909392933621
17105.png,0,none,0,3.86827617862355
17162.png,0,none,3,3.682329287838434
17164.png,0,none,2,3.43222001864999
17191.png,0,none,0,8.553994889585457
17227.png,0,none,1,4.765686404714542
17246.png,0,none,3,2.046312883247069
17275.png,0,none,3,1.6707975374666169
17280.png,0,none,2,1.325250309018983
17336.png,0,none,2,7.744072112008101
17343.png,0,none,3,8.518042749552725
17356.png,0,none,2,4.527525092467169
17394.png,0,none,0,1.956034675200957
17406.png,0,none,0,28.10644530049693
17419.png,0,none,3,3.8660358019081613
17429.png,0,none,3,3.030317993652945
17436.png,0,none,2,10.66201154455513
17441.png,0,none,3,5.126631838573886
17492.png,0,none,0,5.737502891137227
17496.png,0,none,3,1.4657585912900177
17621.png,0,none,3,2.6867454477417385
17627.png,0,none,0,4.148739105223158
17644.png,0,none,2,5.466535610230779
17655.png,0,none,1,0.9231960353315538
17714.png,0,none,3,2.181381449877145
17723.png,0,none,1,1.3713496404092915
17757.png,0,none,3,6.732134952713958
17761.png,0,none,2,3.1899044197213327
17794.png,0,none,3,4.287005029737193
17798.png,0,none,1,3.0211330555710094
17801.png,0,none,3,2.0999385376664645
17879.png,0,none,1,1.4901092365531077
17894.png,0,none,3,4.893433696034594
17896.png,0,none,3,3.5043676787002047
17898.png,0,none,3,4.311548766311704
17905.png,0,none,0,2.2019947305627454
17986.png,0,none,0,5.1086481920649405
18016.png,0,none,3,6.014223716518553
18033.png,0,none,2,2.2640426279764228
18101.png,0,none,3,1.410150405946644
18115.png,0,none,0,3.412345143667969
18159.png,0,none,2,1.5966673344186957
18181.png,0,none,1,8.841396587428937
18190.png,0,none,2,3.0217145517537647
18214.png,0,none,3,1.8366644533252472
18226.png,0,none,3,2.282159762722765
18231.png,0,none,1,3.4325981724079444
18258.png,0,none,1,0.8980574796442078
18268.png,0,none,1,2.7182244538216724
18270.png,0,none,3,0.391540062018454
18289.png,0,none,3,1.7586980388994942
18298.png,0,none,1,1.899768869136912
18325.png,0,none,0,2.0989648067465296
18345.png,0,none,3,2.869751879787222
18346.png,0,none,1,1.5778452116854647
18357.png,0,none,3,1.229212559622218
18382.png,0,none,1,0.920630099343666
18390.png,0,none,3,2.98278784107017
18402.png,0,none,2,3.842273864195079
18406.png,0,none,3,2.296987432715439
18427.png,0,none,2,3.120517750050828
18459.png,0,none,1,0.9393415873990612
18473.png,0,none,1,3.5243584234642396
18477.png,0,none,3,2.5629770621484376
18480.png,0,none,3,8.308120318547845
18481.png,0,none,2,2.8472313203279245
18490.png,0,none,2,0.9201794225379774
18502.png,0,none,0,5.8822623889741825
18517.png,0,none,1,4.437325788255493
18545.png,0,none,2,4.156572522755037
18556.png,0,none,2,6.451505795841844
18568.png,0,none,1,1.5254792805913104
18585.png,0,none,1,1.072812813350045
18590.png,0,none,3,8.258985691698074
18704.png,0,none,2,1.5450692110453956
18711.png,0,none,0,49.041725769795036
18725.png,0,none,3,2.49063809203046
18743.png,0,none,2,1.877827203161068
18758.png,0,none,0,9.667608682720347
18762.png,0,none,0,0.8992759299287799
18768.png,0,none,3,8.454468789470669
18828.png,0,none,3,0.8851360547949517
18853.png,0,none,0,1.6632295921895852
18876.png,0,none,2,2.5243299717312193
18968.png,0,none,1,1.649256064411083
18973.png,0,none,2,0.5340074995087485
19019.png,0,none,0,1.0255577775736098
19026.png,0,none,1,2.6272894071385577
19027.png,0,none,2,5.642410146627656
19060.png,0,none,3,3.551309696588598
19126.png,0,none,3,1.9187454708600613
19143.png,0,none,1,3.245990787326533
19158.png,0,none,1,1.6433371140248105
19195.png,0,none,1,7.683207222580712
19197.png,0,none,2,3.6479945535828135
19273.png,0,none,3,1.6209174830782225
19289.png,0,none,3,4.685859513658642
19292.png,0,none,2,2.0793195605048096
19304.png,0,none,1,1.7834231031739913
19354.png,0,none,0,3.250099813427555
19363.png,0,none,1,1.2948331612249468
19385.png,0,none,2,2.053963137374606
19399.png,0,none,3,1.4227491031795176
19432.png,0,none,3,0.789092724529446
19438.png,0,none,0,8.342847966898043
19481.png,0,none,3,1.1970836112542396
19484.png,0,none,0,1.435985282493239
19500.png,0,none,2,6.88934781551847
19533.png,0,none,3,1.1158684767963711
19582.png,0,none,1,3.318819288712041
19595.png,0,none,0,1.3676656241257477
19598.png,0,none,3,10.537885854505832
19602.png,0,none,0,2.020508963265842
19605.png,0,none,0,5.960083561904261
19626.png,0,none,0,3.3007623789802816
19662.png,0,none,3,1.4739593257909605
19674.png,0,none,3,3.051502758435295
19709.png,0,none,0,2.6847853869462255
19725.png,0,none,3,8.353511389889714
19754.png,0,none,2,2.079749374836641
19773.png,0,none,3,3.3821072501718223
19824.png,0,none,2,2.0503788689711584
19829.png,0,none,1,7.927371891271424
19843.png,0,none,2,2.337627794858837
19871.png,0,none,1,3.040441604655068
19909.png,0,none,0,2.572395111672936
19915.png,0,none,3,3.1732425362008487
19978.png,0,none,0,18.85497509253486
19994.png,0,none,0,12.297554505614025
20052.png,0,none,2,1.8927228787468173
20091.png,0,none,1,1.6325899017433583
20135.png,0,none,1,1.856483774900301
20138.png,0,none,3,26.071918353611466
20157.png,0,none,2,4.00512185256403
20163.png,0,none,0,25.410019726264064
20181.png,0,none,0,5.715872420984498
20193.png,0,none,2,1.7952397066764432
20208.png,0,none,2,2.7477179274926584
20220.png,0,none,0,3.6801218908254767
20229.png,0,none,0,4.132620704432237
20264.png,0,none,1,1.8517121299500203
20276.png,0,none,0,6.969846370968845
20287.png,0,none,0,11.043725045541317
20292.png,0,none,1,9.543078069082693
20325.png,0,none,3,5.282107074880875
20367.png,0,none,0,1.8845511123064091
20482.png,0,none,3,4.921345075075661
20508.png,0,none,0,2.0009483585213084
20518.png,0,none,0,1.4641034876949033
20522.png,0,none,2,3.7870790756164556
20546.png,0,none,3,9.383538130795394
20550.png,0,none,1,1.0813830414258991
20558.png,0,none,2,1.915179397574832
20596.png,0,none,2,9.24891792774635
20632.png,0,none,2,3.473699393714702
20645.png,0,none,2,12.367427828747328
20652.png,0,none,2,1.1707849588661698
20683.png,0,none,1,10.488724624834125
20749.png,0,none,2,21.880243299573593
20818.png,0,none,0,2.6628882432943803
20849.png,0,none,2,0.6599017633131339
20860.png,0,none,0,8.997564167926921
20877.png,0,none,2,3.977547748716971
20878.png,0,none,0,2.286644574351802
20899.png,0,none,1,41.10498285136185
20901.png,0,none,1,0.8186223595368448
20906.png,0,none,1,2.0162751980549505
20915.png,0,none,3,4.627321858948831
20943.png,0,none,1,1.682648456329597
20979.png,0,none,2,4.216716761974935
20986.png,0,none,0,8.766435964291087
20987.png,0,none,0,2.3472252987604434
21029.png,0,none,1,4.42521610923747
21102.png,0,none,2,2.479522847853651
21128.png,0,none,1,97.48795658412247
21131.png,0,none,0,1.4383396010221607
21132.png,0,none,2,0.7276338238174769
21152.png,0,none,3,1.497868840410306
21168.png,0,none,2,3.0897792444763454
21180.png,0,none,3,2.790203161990168
21186.png,0,none,1,4.354129480522218
21242.png,0,none,2,47.65721750842459
21271.png,0,none,3,2.4623046614349886
21288.png,0,none,2,1.4508777303404945
21294.png,0,none,3,2.515225990620754
21319.png,0,none,0,5.347158682763536
21322.png,0,none,3,16.112721662898792
21326.png,0,none,0,2.3814385052060167
21327.png,0,none,0,3.042021598388606
21370.png,0,none,1,4.183859116559242
21396.png,0,none,1,1.222266844719135
21463.png,0,none,2,0.9649494013066382
21476.png,0,none,3,0.8919019313675276
21485.png,0,none,2,4.2447691439947315
21500.png,0,none,2,2.4479488205220656
21507.png,0,none,1,3.163641570752453
21508.png,0,none,3,1.4882100024992893
21526.png,0,none,1,12.70061924403909
21536.png,0,none,1,3.8534766560407423
21550.png,0,none,0,1.5835348842834234
21580.png,0,none,1,2.931270141295437
21598.png,0,none,0,12.194742631500697
21610.png,0,none,2,1.3275580442027402
21637.png,0,none,0,2.223343166342238
21640.png,0,none,3,70.24234964091373
21645.png,0,none,2,3.1275428659955677
21651.png,0,none,1,3.108833240444945
21678.png,0,none,2,6.5761248823179095
21729.png,0,none,1,2.2751672912119685
21739.png,0,none,3,1.674966259762019
21743.png,0,none,0,2.4481290097638913
21812.png,0,none,1,2.3089281018048506
21832.png,0,none,1,4.4584407298449165
21885.png,0,none,2,6.1557289844376095
21918.png,0,none,1,1.3666207711992882
21919.png,0,none,3,12.441855157432355
21955.png,0,none,3,1.709521794215634
21964.png,0,none,1,1.9063496078062248
21975.png,0,none,0,2.945560195470723
21989.png,0,none,1,1.0121157749937633
21993.png,0,none,1,0.8600262445523349
22004.png,0,none,3,5.5826282048534885
22025.png,0,none,2,4.020291606917727
22035.png,0,none,2,2.959250443017987
22049.png,0,none,0,4.400198513568114
22077.png,0,none,1,1.2463449773579454
22098.png,0,none,3,3.3502377782141872
22115.png,0,none,2,2.1353754270761267
22120.png,0,none,2,1.425372271103038
22134.png,0,none,1,2.2104779424684153
22135.png,0,none,2,3.450695868835259
22152.png,0,none,1,1.0693149682230827
22191.png,0,none,0,2.282995276427136
22203.png,0,none,3,2.9125479595844532
22231.png,0,none,3,2.429311297698273
22238.png,0,none,0,4.028767119256957
22266.png,0,none,0,3.519895425955597
22289.png,0,none,3,1.7448576247430747
22336.png,0,none,3,1.002652294561567
22340.png,0,none,1,4.709574531466606
22385.png,0,none,0,294.6666822706642
22386.png,0,none,3,10.87699825227231
22395.png,0,none,2,3.3799538566500424
22437.png,0,none,3,1.7511636470892644
22453.png,0,none,1,3.0975019858810238
22520.png,0,none,3,4.0598487798901175
22523.png,0,none,1,18.610626835906906
22542.png,0,none,1,1.8561110968637027
22544.png,0,none,3,22.80782843130579
22569.png,0,none,3,1.6093581569866569
22573.png,0,none,1,2.26922215878224
22581.png,0,none,1,2.0825270039512622
22583.png,0,none,2,14.979189517286462
22597.png,0,none,2,1.0066940242332494
22622.png,0,none,0,35.87229060184433
22645.png,0,none,3,1.328299332893063
22665.png,0,none,2,11.858930781832548
22693.png,0,none,0,5.7273898816052204
22766.png,0,none,0,0.8146798038426941
22773.png,0,none,1,0.4946898830777943
22776.png,0,none,1,0.7378744765046499
22800.png,0,none,3,8.407874438120821
22836.png,0,none,3,5.197036118816737
22862.png,0,none,0,2.222248629059683
22865.png,0,none,3,9.278739572362808
22882.png,0,none,1,1.2964895689235842
22883.png,0,none,2,0.8316206222297122
22908.png,0,none,2,3.131383381761972
22927.png,0,none,3,1.330652499110434
22952.png,0,none,1,3.724411050052849
22968.png,0,none,2,3.183253036177181
23023.png,0,none,0,2.073177176898091
23024.png,0,none,3,2.5558802878039546
23048.png,0,none,0,4.2691183731961395
23050.png,0,none,1,3.3410370676298324
23063.png,0,none,2,0.9678627371408005
23154.png,0,none,3,1.3324473163755832
23182.png,0,none,3,1.6988644861517397
23231.png,0,none,3,3.5862303303630085
23238.png,0,none,2,6.381696648271699
23253.png,0,none,2,1.1241970656140652
23296.png,0,none,0,3.9396865985330862
23300.png,0,none,1,6.295515469645357
23303.png,0,none,1,3.3331219685223443
23322.png,0,none,3,4.936958512137754
23349.png,0,none,1,5.347910395536052
23365.png,0,none,3,1.8575396814705076
23368.png,0,none,1,3.361114353894353
23380.png,0,none,2,1.8927275220522475
23402.png,0,none,0,1.3033215587942713
23407.png,0,none,2,5.023204092422021
23447.png,0,none,2,1.112125132726811
23461.png,0,none,1,14.282359134099483
23480.png,0,none,3,4.488725071429014
23552.png,0,none,1,5.284187023334303
23570.png,0,none,0,2.612422352640939
23581.png,0,none,3,1.994964965779012
23585.png,0,none,0,2.0185636096461654
23605.png,0,none,3,7.01837119798873
23606.png,0,none,0,2.198934588203387
23612.png,0,none,3,6.903442307982525
23655.png,0,none,1,6.185055340152541
23687.png,0,none,3,0.6700878930692848
23691.png,0,none,1,1.3367395241955689
23718.png,0,none,3,1.2372558070970119
23719.png,0,none,1,1.6666766331607947
23744.png,0,none,2,2.387484811888749
23748.png,0,none,0,1.0163755668521581
23756.png,0,none,3,14.367157950945174
23773.png,0,none,1,2.745157870078696
23791.png,0,none,0,10.804246997814307
23819.png,0,none,3,2.9608020656203013
23823.png,0,none,3,3.3304643601418844
23835.png,0,none,0,1.606254011859611
23896.png,0,none,3,2.2709876973603076
23904.png,0,none,0,7.19355377329
23905.png,0,none,0,1.501882853642152
23917.png,0,none,2,3.3521594761089473
23919.png,0,none,2,3.866535384096379
23993.png,0,none,0,2.1329943262510445
24014.png,0,none,2,1.9800983067662432
24018.png,0,none,1,1.8738122803460258
24044.png,0,none,0,4.6677331042731165
24054.png,0,none,2,66.3886580441444
24059.png,0,none,1,6.434960738328902
24067.png,0,none,3,11.532304198840837
24098.png,0,none,0,0.732022471799127
24104.png,0,none,0,1.4514510273961905
24107.png,0,none,0,4.9199245702919105
24138.png,0,none,1,0.7421719899833442
24156.png,0,none,0,10.644637283191711
24176.png,0,none,2,4.096827493271326
24182.png,0,none,0,2.6628916592636367
24219.png,0,none,3,1.9570712349891084
24221.png,0,none,2,1.1357021078917708
24224.png,0,none,3,4.22802061984486
24265.png,0,none,1,1.026727387471643
24270.png,0,none,1,1.3826671469614193
24285.png,0,none,2,0.9084827759033205
24301.png,0,none,2,22.4293127227028
24323.png,0,none,1,3.6934168233104208
24338.png,0,none,1,1.9850805319393332
24371.png,0,none,0,1.6902182660995566
24387.png,0,none,1,2.228945162425717
24400.png,0,none,1,5.079467507485246
24436.png,0,none,2,2.011095402401853
24454.png,0,none,2,8.240763661649428
24462.png,0,none,3,4.204667997776397
24467.png,0,none,0,8.416960293852954
24478.png,0,none,0,9.155568354321474
24539.png,0,none,1,2.1020749348689183
24569.png,0,none,2,11.884050971382917
24576.png,0,none,2,7.203597091726447
24593.png,0,none,0,1.4692783014596744
24614.png,0,none,2,2.0439339983978697
24647.png,0,none,3,4.885333845257622
24654.png,0,none,2,1.9167520239584237
24658.png,0,none,0,3.5122252068276025
24659.png,0,none,0,1.6301502642136905
24668.png,0,none,0,14.825896247511531
24671.png,0,none,3,0.36986768108183626
24684.png,0,none,1,1.924862072039381
24737.png,0,none,1,1.386310829564488
24745.png,0,none,1,3.8920701107044926
24802.png,0,none,0,2.199271115657028
24821.png,0,none,2,1.655748444595344
24838.png,0,none,2,2.9154545799628897
24874.png,0,none,3,8.222915232710049
24881.png,0,none,1,3.6513550509209147
24891.png,0,none,1,4.226258739753227
24902.png,0,none,0,2.4767393598567082
24932.png,0,none,3,2.4650535860888394
24940.png,0,none,3,5.799541439782035
24963.png,0,none,2,1.7381292624904372
25000.png,0,none,0,16.994815457812987
25062.png,0,none,2,0.6317443546665225
25064.png,0,none,1,5.91887113388835
25119.png,0,none,0,4.854346443279458
25124.png,0,none,3,2.4715603548784495
25127.png,0,none,2,34.69792183539031
25128.png,0,none,3,3.370940026829428
25133.png,0,none,2,6.445079489813548
25148.png,0,none,0,16.984306873944
25162.png,0,none,1,4.567345764485911
25164.png,0,none,2,1.2711350215486465
25170.png,0,none,0,2.2950104853515247
25225.png,0,none,0,2.7370655607705197
25296.png,0,none,1,3.340088794054786
25301.png,0,none,2,2.390751641641137
25312.png,0,none,3,2.2471721538111495
25320.png,0,none,0,5.363668062622671
25372.png,0,none,1,2.4824796180917694
25377.png,0,none,3,2.8368909719830273
25409.png,0,none,1,3.2046952314632957
25449.png,0,none,1,3.534338285449175
25462.png,0,none,2,2.0208162301496198
25467.png,0,none,1,4.506288094142875
25493.png,0,none,0,4.278708682806129
25527.png,0,none,0,13.566107188930744
25566.png,0,none,1,1.0784475809194503
25574.png,0,none,0,11.11163311925368
25583.png,0,none,0,13.099242087918793
25606.png,0,none,0,2.480767019298195
25607.png,0,none,1,21.137054757504078
25628.png,0,none,2,3.65681641615072
25631.png,0,none,0,3.5401176548234834
25640.png,0,none,0,2.6046192852651844
25642.png,0,none,0,3.9772197792136263
25684.png,0,none,3,4.359283266420948
25699.png,0,none,1,1.280794595051122
25710.png,0,none,2,1.770925336502936
25717.png,0,none,2,2.0105557901553683
25784.png,0,none,3,1.5911110372939294
25786.png,0,none,3,1.664167292716077
25800.png,0,none,1,1.5806241037853888
25829.png,0,none,1,2.692321848581594
25837.png,0,none,3,13.012652986701617
25863.png,0,none,0,1.353300663802591
25866.png,0,none,3,10.90666634644964
25892.png,0,none,1,4.458281154188126
25956.png,0,none,1,6.032610535718375
25981.png,0,none,1,0.8941116174187377
25991.png,0,none,1,22.135181194736514
26013.png,0,none,1,7.283502496040798
26036.png,0,none,3,0.4568068015387212
26055.png,0,none,2,2.5754709590303824
26062.png,0,none,3,4.039752294313056
26077.png,0,none,3,33.552107530110376
26117.png,0,none,2,3.546358354651027
26139.png,0,none,3,1.8627952453981502
26142.png,0,none,3,11.814437296372997
26154.png,0,none,1,0.8669154091338663
26180.png,0,none,1,6.591141341619471
26186.png,0,none,3,9.016281254918601
26224.png,0,none,2,4.322981354054911
26235.png,0,none,2,18.100613466520176
26259.png,0,none,1,6.959762562428102
26313.png,0,none,1,26.99562675899667
26314.png,0,none,0,4.257719696372952
26316.png,0,none,1,1.4207891631476537
26321.png,0,none,3,2.393962480722847
26333.png,0,none,0,1.6861283086305203
26341.png,0,none,0,0.8702631127046133
26345.png,0,none,0,11.464490783256554
26348.png,0,none,0,0.7104640277073346
