file,cls,label,phone,fold,region_px,native,no_fine_detail,no_colour,density_matched,no_noise,drop_no_fine_detail,drop_no_colour,drop_density_matched,drop_no_noise
11312.png,Bonafide,0,none,1,965,0.26433536410331726,0.34430110454559326,0.41695135831832886,0.2312970757484436,0.3788072466850281,-0.079965740442276,-0.1526159942150116,0.03303828835487366,-0.11447188258171082
11322.png,Bonafide,0,none,3,809,0.18437223136425018,0.24615870416164398,0.21976183354854584,0.18437223136425018,0.21382543444633484,-0.0617864727973938,-0.035389602184295654,0.0,-0.029453203082084656
11326.png,Bonafide,0,none,0,1015,0.10170840471982956,0.1615777611732483,0.14159543812274933,0.06353673338890076,0.13795319199562073,-0.05986935645341873,-0.03988703340291977,0.0381716713309288,-0.03624478727579117
11358.png,Bonafide,0,none,0,861,0.13011223077774048,0.1952640861272812,0.2062651664018631,0.13011223077774048,0.21650801599025726,-0.06515185534954071,-0.07615293562412262,0.0,-0.08639578521251678
11359.png,Bonafide,0,none,1,861,0.15631356835365295,0.20852839946746826,0.22745193541049957,0.15631356835365295,0.21502484381198883,-0.05221483111381531,-0.07113836705684662,0.0,-0.058711275458335876
11373.png,Bonafide,0,none,3,834,0.2523888349533081,0.2389073669910431,0.34086254239082336,0.2523888349533081,0.22212129831314087,0.013481467962265015,-0.08847370743751526,0.0,0.030267536640167236
11413.png,Bonafide,0,none,1,877,0.30845704674720764,0.29024869203567505,0.3992097079753876,0.28851890563964844,0.3004476726055145,0.018208354711532593,-0.09075266122817993,0.019938141107559204,0.008009374141693115
11443.png,Bonafide,0,none,2,817,0.2789716422557831,0.3843825161457062,0.37641438841819763,0.2789716422557831,0.3359196186065674,-0.1054108738899231,-0.09744274616241455,0.0,-0.0569479763507843
11463.png,Bonafide,0,none,0,902,0.2269284725189209,0.15702946484088898,0.2427523136138916,0.20402172207832336,0.14041805267333984,0.06989900767803192,-0.015823841094970703,0.022906750440597534,0.08651041984558105
11483.png,Bonafide,0,none,0,819,0.12302103638648987,0.17772334814071655,0.11901092529296875,0.12302103638648987,0.1651916205883026,-0.054702311754226685,0.004010111093521118,0.0,-0.042170584201812744
11507.png,Bonafide,0,none,0,854,0.36382266879081726,0.4044440686702728,0.2657051980495453,0.36382266879081726,0.3888114094734192,-0.040621399879455566,0.09811747074127197,0.0,-0.02498874068260193
11513.png,Bonafide,0,none,2,888,0.21617509424686432,0.3495575785636902,0.28135550022125244,0.22390927374362946,0.3078863024711609,-0.13338248431682587,-0.06518040597438812,-0.007734179496765137,-0.09171120822429657
11519.png,Bonafide,0,none,2,740,0.19916550815105438,0.3332284986972809,0.19245611131191254,0.19916550815105438,0.3183479309082031,-0.1340629905462265,0.006709396839141846,0.0,-0.11918242275714874
11541.png,Bonafide,0,none,3,842,0.10752858966588974,0.19134850800037384,0.17516624927520752,0.10752858966588974,0.16411487758159637,-0.0838199183344841,-0.06763765960931778,0.0,-0.056586287915706635
11567.png,Bonafide,0,none,2,915,0.12367049604654312,0.1789105236530304,0.19574503600597382,0.12152421474456787,0.19887568056583405,-0.055240027606487274,-0.0720745399594307,0.0021462813019752502,-0.07520518451929092
11634.png,Bonafide,0,none,1,900,0.18162554502487183,0.23230253159999847,0.21313069760799408,0.15652742981910706,0.23760414123535156,-0.05067698657512665,-0.03150515258312225,0.02509811520576477,-0.055978596210479736
11644.png,Bonafide,0,none,3,794,0.4502711296081543,0.49401623010635376,0.46158483624458313,0.4502711296081543,0.4720170795917511,-0.04374510049819946,-0.011313706636428833,0.0,-0.021745949983596802
11728.png,Bonafide,0,none,1,888,0.2904703617095947,0.33695676922798157,0.4142657220363617,0.27218949794769287,0.3528284728527069,-0.04648640751838684,-0.12379536032676697,0.018280863761901855,-0.06235811114311218
11786.png,Bonafide,0,none,3,752,0.5103451013565063,0.45614004135131836,0.4919869601726532,0.5103451013565063,0.41530734300613403,0.05420506000518799,0.01835814118385315,0.0,0.09503775835037231
11807.png,Bonafide,0,none,0,871,0.3237563967704773,0.17065507173538208,0.41766637563705444,0.31426021456718445,0.15406018495559692,0.15310132503509521,-0.09390997886657715,0.009496182203292847,0.16969621181488037
11810.png,Bonafide,0,none,1,913,0.37431570887565613,0.3433264195919037,0.467776358127594,0.312130331993103,0.34891000390052795,0.03098928928375244,-0.09346064925193787,0.0621853768825531,0.025405704975128174
11838.png,Bonafide,0,none,2,933,0.18872982263565063,0.21585094928741455,0.32736778259277344,0.17392976582050323,0.1841021329164505,-0.027121126651763916,-0.1386379599571228,0.0148000568151474,0.004627689719200134
11886.png,Bonafide,0,none,0,817,0.1758068948984146,0.20500867068767548,0.23453807830810547,0.1758068948984146,0.18653200566768646,-0.029201775789260864,-0.05873118340969086,0.0,-0.01072511076927185
11953.png,Bonafide,0,none,0,823,0.2477111518383026,0.30828773975372314,0.23827232420444489,0.2477111518383026,0.312894344329834,-0.06057658791542053,0.009438827633857727,0.0,-0.06518319249153137
11981.png,Bonafide,0,none,0,869,0.15914957225322723,0.2685399353504181,0.20092681050300598,0.1487557739019394,0.27861130237579346,-0.10939036309719086,-0.04177723824977875,0.010393798351287842,-0.11946173012256622
11999.png,Bonafide,0,none,3,832,0.7091794610023499,0.585418164730072,0.699321985244751,0.7091794610023499,0.5112144351005554,0.12376129627227783,0.009857475757598877,0.0,0.19796502590179443
12009.png,Bonafide,0,none,2,832,0.09150262922048569,0.19704315066337585,0.17916950583457947,0.09150262922048569,0.18902334570884705,-0.10554052144289017,-0.08766687661409378,0.0,-0.09752071648836136
12022.png,Bonafide,0,none,0,967,0.2649781405925751,0.2971312999725342,0.3632139563560486,0.23708894848823547,0.28048262000083923,-0.032153159379959106,-0.09823581576347351,0.0278891921043396,-0.01550447940826416
12024.png,Bonafide,0,none,1,884,0.07750038057565689,0.13509446382522583,0.10431286692619324,0.06272909045219421,0.1408567875623703,-0.05759408324956894,-0.026812486350536346,0.014771290123462677,-0.06335640698671341
12030.png,Bonafide,0,none,2,827,0.17347902059555054,0.20643307268619537,0.23670066893100739,0.17347902059555054,0.21300773322582245,-0.032954052090644836,-0.06322164833545685,0.0,-0.03952871263027191
12103.png,Bonafide,0,none,0,915,0.3869435787200928,0.3493283987045288,0.4536541700363159,0.35448354482650757,0.35065957903862,0.037615180015563965,-0.06671059131622314,0.032460033893585205,0.03628399968147278
12122.png,Bonafide,0,none,1,898,0.12384234368801117,0.1966319978237152,0.21754731237888336,0.11968982219696045,0.22116582095623016,-0.07278965413570404,-0.09370496869087219,0.00415252149105072,-0.097323477268219
12163.png,Bonafide,0,none,2,888,0.2694565951824188,0.25015226006507874,0.3616606593132019,0.23148857057094574,0.19383978843688965,0.019304335117340088,-0.09220406413078308,0.037968024611473083,0.07561680674552917
12174.png,Bonafide,0,none,1,902,0.20447854697704315,0.1837625801563263,0.32591256499290466,0.17561286687850952,0.190378338098526,0.020715966820716858,-0.12143401801586151,0.02886568009853363,0.014100208878517151
12188.png,Bonafide,0,none,2,861,0.2888241708278656,0.3187350630760193,0.3522789180278778,0.2888241708278656,0.28670573234558105,-0.029910892248153687,-0.06345474720001221,0.0,0.002118438482284546
12189.png,Bonafide,0,none,2,877,0.12807010114192963,0.285044401884079,0.18606629967689514,0.12232187390327454,0.2770977020263672,-0.15697430074214935,-0.057996198534965515,0.00574822723865509,-0.14902760088443756
12207.png,Bonafide,0,none,0,829,0.16556322574615479,0.18859709799289703,0.27953916788101196,0.16556322574615479,0.188934788107872,-0.02303387224674225,-0.11397594213485718,0.0,-0.023371562361717224
12214.png,Bonafide,0,none,1,861,0.36824682354927063,0.3768395483493805,0.35889923572540283,0.36824682354927063,0.37472498416900635,-0.008592724800109863,0.009347587823867798,0.0,-0.006478160619735718
12249.png,Bonafide,0,none,0,919,0.15954941511154175,0.1936580240726471,0.19396242499351501,0.11680226773023605,0.1907169222831726,-0.03410860896110535,-0.03441300988197327,0.042747147381305695,-0.03116750717163086
12320.png,Bonafide,0,none,2,773,0.4805644750595093,0.41950470209121704,0.5486016869544983,0.4805644750595093,0.37833356857299805,0.061059772968292236,-0.06803721189498901,0.0,0.10223090648651123
12332.png,Bonafide,0,none,3,852,0.1899815946817398,0.26796820759773254,0.2902047634124756,0.1899815946817398,0.2568391263484955,-0.07798661291599274,-0.10022316873073578,0.0,-0.06685753166675568
12357.png,Bonafide,0,none,3,836,0.0912143737077713,0.16804176568984985,0.09710292518138885,0.0912143737077713,0.12804198265075684,-0.07682739198207855,-0.005888551473617554,0.0,-0.036827608942985535
12368.png,Bonafide,0,none,0,884,0.23167715966701508,0.14589376747608185,0.2472591996192932,0.21694079041481018,0.12554757297039032,0.08578339219093323,-0.015582039952278137,0.014736369252204895,0.10612958669662476
12383.png,Bonafide,0,none,2,958,0.365856796503067,0.45500537753105164,0.4197898209095001,0.3260226845741272,0.4675126075744629,-0.08914858102798462,-0.053933024406433105,0.03983411192893982,-0.10165581107139587
12385.png,Bonafide,0,none,1,906,0.21293765306472778,0.24559776484966278,0.3036484718322754,0.1906954050064087,0.23426583409309387,-0.032660111784935,-0.09071081876754761,0.022242248058319092,-0.02132818102836609
12412.png,Bonafide,0,none,3,836,0.04187257960438728,0.136155903339386,0.08163601160049438,0.04187257960438728,0.1313658356666565,-0.0942833237349987,-0.0397634319961071,0.0,-0.08949325606226921
12444.png,Bonafide,0,none,1,944,0.2324424833059311,0.2702265977859497,0.34367042779922485,0.17468830943107605,0.2582840025424957,-0.037784114480018616,-0.11122794449329376,0.05775417387485504,-0.025841519236564636
12461.png,Bonafide,0,none,3,896,0.15360158681869507,0.15323396027088165,0.2477479726076126,0.12996646761894226,0.13050685822963715,0.00036762654781341553,-0.09414638578891754,0.023635119199752808,0.023094728589057922
12465.png,Bonafide,0,none,1,792,0.5337189435958862,0.3601399064064026,0.5887446999549866,0.5337189435958862,0.3584659993648529,0.17357903718948364,-0.05502575635910034,0.0,0.17525294423103333
12471.png,Bonafide,0,none,2,877,0.17016158998012543,0.2823304235935211,0.23383601009845734,0.15963339805603027,0.26216137409210205,-0.11216883361339569,-0.06367442011833191,0.010528191924095154,-0.09199978411197662
12481.png,Bonafide,0,none,3,717,0.04312654212117195,0.1699952483177185,0.10878255218267441,0.04312654212117195,0.13752897083759308,-0.12686870619654655,-0.06565601006150246,0.0,-0.09440242871642113
12482.png,Bonafide,0,none,2,877,0.3521798253059387,0.4984672963619232,0.3332580327987671,0.34068620204925537,0.4352172613143921,-0.1462874710559845,0.01892179250717163,0.01149362325668335,-0.08303743600845337
12533.png,Bonafide,0,none,0,815,0.30756258964538574,0.3114580512046814,0.4939981997013092,0.30756258964538574,0.2988312840461731,-0.0038954615592956543,-0.18643561005592346,0.0,0.008731305599212646
12562.png,Bonafide,0,none,1,846,0.16046078503131866,0.21483440697193146,0.25726568698883057,0.16046078503131866,0.20767658948898315,-0.05437362194061279,-0.0968049019575119,0.0,-0.04721580445766449
12605.png,Bonafide,0,none,1,975,0.1519048511981964,0.24669313430786133,0.21040722727775574,0.10958843678236008,0.23945896327495575,-0.09478828310966492,-0.058502376079559326,0.042316414415836334,-0.08755411207675934
12702.png,Bonafide,0,none,1,854,0.5538120865821838,0.41447362303733826,0.6167086958885193,0.5538120865821838,0.4260653257369995,0.13933846354484558,-0.06289660930633545,0.0,0.12774676084518433
12705.png,Bonafide,0,none,2,869,0.6425528526306152,0.5474382042884827,0.5867999792098999,0.6385204792022705,0.5552158355712891,0.09511464834213257,0.05575287342071533,0.0040323734283447266,0.08733701705932617
12714.png,Bonafide,0,none,0,859,0.18778544664382935,0.1430017054080963,0.299554705619812,0.18778544664382935,0.10024471580982208,0.04478374123573303,-0.11176925897598267,0.0,0.08754073083400726
12735.png,Bonafide,0,none,0,863,0.21113145351409912,0.30977463722229004,0.15413816273212433,0.21113145351409912,0.3268880248069763,-0.09864318370819092,0.05699329078197479,0.0,-0.1157565712928772
12770.png,Bonafide,0,none,2,817,0.25838804244995117,0.3563416600227356,0.2887239158153534,0.25838804244995117,0.3296327590942383,-0.09795361757278442,-0.03033587336540222,0.0,-0.07124471664428711
12818.png,Bonafide,0,none,3,894,0.3777306079864502,0.36079156398773193,0.4237825274467468,0.344746470451355,0.3445819616317749,0.01693904399871826,-0.04605191946029663,0.032984137535095215,0.03314864635467529
12871.png,Bonafide,0,none,3,796,0.33333757519721985,0.26965653896331787,0.3346918523311615,0.33333757519721985,0.24451987445354462,0.06368103623390198,-0.0013542771339416504,0.0,0.08881770074367523
12872.png,Bonafide,0,none,1,931,0.19190563261508942,0.2997165322303772,0.2605879604816437,0.21146410703659058,0.27639925479888916,-0.10781089961528778,-0.06868232786655426,-0.01955847442150116,-0.08449362218379974
12880.png,Bonafide,0,none,2,832,0.3398698568344116,0.3775283694267273,0.381296306848526,0.3398698568344116,0.2765468955039978,-0.037658512592315674,-0.04142645001411438,0.0,0.06332296133041382
12979.png,Bonafide,0,none,3,854,0.13461989164352417,0.25145527720451355,0.2663221061229706,0.13461989164352417,0.2163987159729004,-0.11683538556098938,-0.1317022144794464,0.0,-0.08177882432937622
12994.png,Bonafide,0,none,0,821,0.13645882904529572,0.1500367820262909,0.1830921769142151,0.13645882904529572,0.14341840147972107,-0.013577952980995178,-0.04663334786891937,0.0,-0.006959572434425354
12998.png,Bonafide,0,none,1,842,0.25127071142196655,0.3053476810455322,0.41191810369491577,0.25127071142196655,0.31982365250587463,-0.054076969623565674,-0.16064739227294922,0.0,-0.06855294108390808
13013.png,Bonafide,0,none,3,832,0.26826053857803345,0.2251756191253662,0.3648509383201599,0.26826053857803345,0.19641689956188202,0.043084919452667236,-0.09659039974212646,0.0,0.07184363901615143
13037.png,Bonafide,0,none,2,933,0.27760276198387146,0.35816869139671326,0.39109566807746887,0.23611034452915192,0.34948861598968506,-0.0805659294128418,-0.11349290609359741,0.04149241745471954,-0.0718858540058136
13045.png,Bonafide,0,none,2,877,0.4066852331161499,0.45540475845336914,0.3521648049354553,0.4066493809223175,0.41730499267578125,-0.04871952533721924,0.05452042818069458,3.585219383239746e-05,-0.010619759559631348
13079.png,Bonafide,0,none,0,763,0.23000751435756683,0.19214880466461182,0.18635347485542297,0.23000751435756683,0.1750914305448532,0.03785870969295502,0.04365403950214386,0.0,0.05491608381271362
13152.png,Bonafide,0,none,1,971,0.2615090310573578,0.3249247372150421,0.2872280180454254,0.24017834663391113,0.31786543130874634,-0.06341570615768433,-0.025718986988067627,0.021330684423446655,-0.05635640025138855
13157.png,Bonafide,0,none,1,859,0.1828729659318924,0.31280043721199036,0.28841909766197205,0.1828729659318924,0.3263777196407318,-0.12992747128009796,-0.10554613173007965,0.0,-0.14350475370883942
13247.png,Bonafide,0,none,1,948,0.22266677021980286,0.2324904054403305,0.2825588881969452,0.2061946839094162,0.22024616599082947,-0.009823635220527649,-0.059892117977142334,0.016472086310386658,0.0024206042289733887
13257.png,Bonafide,0,none,0,917,0.1352510005235672,0.19080136716365814,0.15887132287025452,0.11948796361684799,0.18123190104961395,-0.05555036664009094,-0.023620322346687317,0.015763036906719208,-0.04598090052604675
13328.png,Bonafide,0,none,3,963,0.18262013792991638,0.37726154923439026,0.09877994656562805,0.14797215163707733,0.327673077583313,-0.19464141130447388,0.08384019136428833,0.03464798629283905,-0.1450529396533966
13344.png,Bonafide,0,none,1,788,0.23838107287883759,0.3187601566314697,0.2652531862258911,0.23838107287883759,0.3406327962875366,-0.08037908375263214,-0.026872113347053528,0.0,-0.10225172340869904
13345.png,Bonafide,0,none,1,865,0.046308405697345734,0.09663676470518112,0.08320026844739914,0.046308405697345734,0.09265953302383423,-0.05032835900783539,-0.036891862750053406,0.0,-0.046351127326488495
13355.png,Bonafide,0,none,0,875,0.17033565044403076,0.24787670373916626,0.19448690116405487,0.15704040229320526,0.2514125108718872,-0.0775410532951355,-0.02415125072002411,0.0132952481508255,-0.08107686042785645
13357.png,Bonafide,0,none,1,861,0.2610202431678772,0.3101451098918915,0.30993738770484924,0.2610202431678772,0.312624990940094,-0.04912486672401428,-0.048917144536972046,0.0,-0.0516047477722168
13363.png,Bonafide,0,none,1,844,0.2125183492898941,0.2617534101009369,0.24876774847507477,0.2125183492898941,0.2871447801589966,-0.049235060811042786,-0.036249399185180664,0.0,-0.07462643086910248
13382.png,Bonafide,0,none,2,802,0.187040314078331,0.3027825355529785,0.2594989240169525,0.187040314078331,0.34013617038726807,-0.11574222147464752,-0.07245860993862152,0.0,-0.15309585630893707
13386.png,Bonafide,0,none,1,915,0.11894229799509048,0.17599357664585114,0.2666940987110138,0.08914515376091003,0.1436464786529541,-0.05705127865076065,-0.1477518007159233,0.02979714423418045,-0.024704180657863617
13388.png,Bonafide,0,none,0,861,0.36405766010284424,0.2098427563905716,0.352683424949646,0.36405766010284424,0.18455374240875244,0.15421490371227264,0.011374235153198242,0.0,0.1795039176940918
13396.png,Bonafide,0,none,0,956,0.17039084434509277,0.2472163289785385,0.21700362861156464,0.1797678917646408,0.23372067511081696,-0.07682548463344574,-0.04661278426647186,-0.009377047419548035,-0.06332983076572418
13410.png,Bonafide,0,none,2,873,0.20704713463783264,0.30292490124702454,0.26767271757125854,0.19883228838443756,0.295207142829895,-0.0958777666091919,-0.0606255829334259,0.00821484625339508,-0.08816000819206238
13414.png,Bonafide,0,none,0,936,0.1609864979982376,0.1686510294675827,0.1801583468914032,0.13448072969913483,0.1731077879667282,-0.007664531469345093,-0.01917184889316559,0.026505768299102783,-0.0121212899684906
13461.png,Bonafide,0,none,1,871,0.16159209609031677,0.23736442625522614,0.2623743414878845,0.16302412748336792,0.23401856422424316,-0.07577233016490936,-0.10078224539756775,-0.0014320313930511475,-0.07242646813392639
13478.png,Bonafide,0,none,3,867,0.3804486095905304,0.35533663630485535,0.5596796274185181,0.3815561830997467,0.3061826229095459,0.02511197328567505,-0.17923101782798767,-0.0011075735092163086,0.0742659866809845
13497.png,Bonafide,0,none,2,873,0.32281041145324707,0.4032031297683716,0.3713030219078064,0.3166739344596863,0.38322266936302185,-0.08039271831512451,-0.048492610454559326,0.006136476993560791,-0.06041225790977478
13502.png,Bonafide,0,none,3,815,0.2744918167591095,0.2892819941043854,0.3340095281600952,0.2744918167591095,0.24927346408367157,-0.014790177345275879,-0.05951771140098572,0.0,0.025218352675437927
13530.png,Bonafide,0,none,1,888,0.38922393321990967,0.3362879455089569,0.4401591122150421,0.3718905746936798,0.292310506105423,0.05293598771095276,-0.050935178995132446,0.01733335852622986,0.0969134271144867
13562.png,Bonafide,0,none,2,902,0.27902984619140625,0.3766689896583557,0.31930235028266907,0.26418444514274597,0.37676703929901123,-0.09763914346694946,-0.04027250409126282,0.014845401048660278,-0.09773719310760498
13568.png,Bonafide,0,none,3,890,0.10154787451028824,0.21064428985118866,0.16037513315677643,0.09540565311908722,0.19727641344070435,-0.10909641534090042,-0.05882725864648819,0.006142221391201019,-0.09572853893041611
13582.png,Bonafide,0,none,0,898,0.23395869135856628,0.34439578652381897,0.3158203959465027,0.21657046675682068,0.3104265034198761,-0.11043709516525269,-0.0818617045879364,0.017388224601745605,-0.07646781206130981
13583.png,Bonafide,0,none,3,929,0.2902972400188446,0.31047293543815613,0.3662753403186798,0.2830166220664978,0.3349513113498688,-0.020175695419311523,-0.0759781002998352,0.007280617952346802,-0.04465407133102417
13597.png,Bonafide,0,none,3,911,0.5199463367462158,0.4661114513874054,0.4673234522342682,0.47375741600990295,0.4236408770084381,0.053834885358810425,0.05262288451194763,0.046188920736312866,0.09630545973777771
13610.png,Bonafide,0,none,1,871,0.4913250505924225,0.42572221159935,0.5640274882316589,0.47693321108818054,0.4488915205001831,0.06560283899307251,-0.07270243763923645,0.014391839504241943,0.04243353009223938
13620.png,Bonafide,0,none,1,931,0.27601614594459534,0.29980534315109253,0.3292328417301178,0.2386750876903534,0.3002219498157501,-0.023789197206497192,-0.05321669578552246,0.03734105825424194,-0.024205803871154785
13638.png,Bonafide,0,none,2,1024,0.35049039125442505,0.3885568082332611,0.3372957408428192,0.2939324378967285,0.343519002199173,-0.03806641697883606,0.013194650411605835,0.05655795335769653,0.006971389055252075
13695.png,Bonafide,0,none,1,856,0.26739537715911865,0.3927100598812103,0.36316797137260437,0.26739537715911865,0.3627123236656189,-0.12531468272209167,-0.09577259421348572,0.0,-0.09531694650650024
13715.png,Bonafide,0,none,0,925,0.09624266624450684,0.11226455122232437,0.11017739772796631,0.07000487297773361,0.11564179509878159,-0.016021884977817535,-0.013934731483459473,0.026237793266773224,-0.01939912885427475
13719.png,Bonafide,0,none,3,925,0.04572094976902008,0.13587790727615356,0.0877547338604927,0.02758113667368889,0.11653424799442291,-0.09015695750713348,-0.042033784091472626,0.018139813095331192,-0.07081329822540283
13753.png,Bonafide,0,none,1,871,0.14132572710514069,0.18088702857494354,0.22005721926689148,0.1404028832912445,0.16802796721458435,-0.039561301469802856,-0.0787314921617508,0.0009228438138961792,-0.026702240109443665
13777.png,Bonafide,0,none,2,811,0.2322300225496292,0.3398474156856537,0.2501698434352875,0.2322300225496292,0.28844279050827026,-0.10761739313602448,-0.017939820885658264,0.0,-0.05621276795864105
13871.png,Bonafide,0,none,0,1024,0.3244495689868927,0.38089004158973694,0.3185315728187561,0.2785753905773163,0.3675166368484497,-0.05644047260284424,0.005917996168136597,0.045874178409576416,-0.04306706786155701
13890.png,Bonafide,0,none,0,844,0.3499779999256134,0.32605573534965515,0.3829997479915619,0.3499779999256134,0.2971762418746948,0.023922264575958252,-0.033021748065948486,0.0,0.05280175805091858
13925.png,Bonafide,0,none,2,819,0.07976514846086502,0.1905389130115509,0.11351125687360764,0.07976514846086502,0.17111557722091675,-0.11077376455068588,-0.033746108412742615,0.0,-0.09135042876005173
13993.png,Bonafide,0,none,0,815,0.16174638271331787,0.19885732233524323,0.1965225487947464,0.16174638271331787,0.16638553142547607,-0.037110939621925354,-0.03477616608142853,0.0,-0.004639148712158203
13999.png,Bonafide,0,none,3,838,0.25143229961395264,0.26627859473228455,0.29884210228919983,0.25143229961395264,0.2524288594722748,-0.01484629511833191,-0.04740980267524719,0.0,-0.0009965598583221436
14019.png,Bonafide,0,none,0,846,0.2889642119407654,0.2856844961643219,0.2892294228076935,0.2889642119407654,0.24411337077617645,0.0032797157764434814,-0.0002652108669281006,0.0,0.04485084116458893
