file,label,phone,native,shrunk
16486.png,0,none,0.09053348004817963,0.09053348004817963
16650.png,0,none,0.15671581029891968,0.15671581029891968
16721.png,0,none,0.29011914134025574,0.29011914134025574
16852.png,0,none,0.23326948285102844,0.22876368463039398
16979.png,0,none,0.09129653871059418,0.08302691578865051
17004.png,0,none,0.22841010987758636,0.2092031091451645
17205.png,0,none,0.15162894129753113,0.1510990560054779
17239.png,0,none,0.08206718415021896,0.08206718415021896
17420.png,0,none,0.24238139390945435,0.24238139390945435
17456.png,0,none,0.29960140585899353,0.29434773325920105
17558.png,0,none,0.15425941348075867,0.15425941348075867
17795.png,0,none,0.19334200024604797,0.17222188413143158
17889.png,0,none,0.14886122941970825,0.14920487999916077
17909.png,0,none,0.1445988118648529,0.13682067394256592
17936.png,0,none,0.12999875843524933,0.12999875843524933
17966.png,0,none,0.31207120418548584,0.2837129831314087
18046.png,0,none,0.3897530734539032,0.348366379737854
18173.png,0,none,0.21931450068950653,0.2025851607322693
18267.png,0,none,0.05516687408089638,0.04823584482073784
18350.png,0,none,0.1739729642868042,0.1739729642868042
18560.png,0,none,0.10366359353065491,0.10366359353065491
18565.png,0,none,0.1370542049407959,0.1370542049407959
18779.png,0,none,0.20664151012897491,0.1920030117034912
19053.png,0,none,0.1795986443758011,0.1795986443758011
19078.png,0,none,0.11462753266096115,0.09878279268741608
19164.png,0,none,0.3701775372028351,0.3701775372028351
19250.png,0,none,0.17716437578201294,0.17716437578201294
19302.png,0,none,0.37503114342689514,0.37623363733291626
19378.png,0,none,0.13548512756824493,0.13548512756824493
19412.png,0,none,0.055409323424100876,0.055409323424100876
19460.png,0,none,0.2896944284439087,0.2630963623523712
19497.png,0,none,0.4598422050476074,0.4598422050476074
19506.png,0,none,0.17325860261917114,0.17325860261917114
19837.png,0,none,0.2525136172771454,0.2316591739654541
19881.png,0,none,0.05610707774758339,0.05610707774758339
19893.png,0,none,0.37030208110809326,0.31220629811286926
19939.png,0,none,0.45885372161865234,0.46112626791000366
20005.png,0,none,0.3730069398880005,0.3730069398880005
20009.png,0,none,0.09942912310361862,0.09942912310361862
20010.png,0,none,0.4188510477542877,0.41223758459091187
20022.png,0,none,0.17863807082176208,0.17863807082176208
20043.png,0,none,0.219138503074646,0.219138503074646
20252.png,0,none,0.14623209834098816,0.14623209834098816
20320.png,0,none,0.4291437864303589,0.41816675662994385
20387.png,0,none,0.3830827474594116,0.32949724793434143
20435.png,0,none,0.11638406664133072,0.11638406664133072
20471.png,0,none,0.25611722469329834,0.21023468673229218
20613.png,0,none,0.19969171285629272,0.14476443827152252
20667.png,0,none,0.3470698595046997,0.3336144685745239
20672.png,0,none,0.3708457350730896,0.3708457350730896
20710.png,0,none,0.2734040319919586,0.2709505558013916
20864.png,0,none,0.07650145143270493,0.07650145143270493
20891.png,0,none,0.15114527940750122,0.15114527940750122
20910.png,0,none,0.1777830719947815,0.1777830719947815
20914.png,0,none,0.17770646512508392,0.17770646512508392
20988.png,0,none,0.2557508647441864,0.2057008594274521
20999.png,0,none,0.2320747971534729,0.2094733715057373
21031.png,0,none,0.17947223782539368,0.1704302877187729
21127.png,0,none,0.15746860206127167,0.15746860206127167
21251.png,0,none,0.08560431003570557,0.08560431003570557
21314.png,0,none,0.2328762710094452,0.2328762710094452
21339.png,0,none,0.09938525408506393,0.09725788980722427
21475.png,0,none,0.19239263236522675,0.16730600595474243
21545.png,0,none,0.2021029144525528,0.17089258134365082
21592.png,0,none,0.27029311656951904,0.27029311656951904
21662.png,0,none,0.22675354778766632,0.15162789821624756
21677.png,0,none,0.13607490062713623,0.1337459236383438
21779.png,0,none,0.42129242420196533,0.42661425471305847
21785.png,0,none,0.12963321805000305,0.12963321805000305
21790.png,0,none,0.22466996312141418,0.22466996312141418
21811.png,0,none,0.2963264286518097,0.25605377554893494
21819.png,0,none,0.11830855906009674,0.11830855906009674
21870.png,0,none,0.1771770566701889,0.1771770566701889
21941.png,0,none,0.037595078349113464,0.037595078349113464
22076.png,0,none,0.06594572961330414,0.06594572961330414
22078.png,0,none,0.080845408141613,0.07215608656406403
22125.png,0,none,0.10758228600025177,0.07843063026666641
22307.png,0,none,0.17809821665287018,0.17809821665287018
22322.png,0,none,0.18471361696720123,0.18471361696720123
22448.png,0,none,0.11618044972419739,0.10062180459499359
22466.png,0,none,0.05275809392333031,0.03959665820002556
22485.png,0,none,0.25969892740249634,0.22572486102581024
22510.png,0,none,0.16191673278808594,0.16191673278808594
22600.png,0,none,0.09226801991462708,0.09226801991462708
22621.png,0,none,0.23451119661331177,0.23451119661331177
22628.png,0,none,0.14043304324150085,0.14043304324150085
22702.png,0,none,0.08561160415410995,0.08561160415410995
22835.png,0,none,0.15416648983955383,0.15416648983955383
23146.png,0,none,0.21119147539138794,0.21119147539138794
23210.png,0,none,0.0476946122944355,0.0476946122944355
23311.png,0,none,0.12358061224222183,0.123903289437294
23376.png,0,none,0.5013354420661926,0.4230334758758545
23487.png,0,none,0.08691830188035965,0.09673755615949631
23488.png,0,none,0.24226467311382294,0.23020465672016144
23614.png,0,none,0.1513434797525406,0.1452232450246811
23636.png,0,none,0.3518974781036377,0.30023762583732605
23955.png,0,none,0.14364668726921082,0.13039584457874298
24038.png,0,none,0.09158195555210114,0.09158195555210114
24316.png,0,none,0.3368305265903473,0.2908099889755249
24328.png,0,none,0.10636797547340393,0.10636797547340393
24492.png,0,none,0.1980399787425995,0.18529446423053741
24546.png,0,none,0.22215859591960907,0.1662546694278717
24664.png,0,none,0.0844997689127922,0.0844997689127922
24711.png,0,none,0.1506008356809616,0.1506008356809616
24781.png,0,none,0.10185674577951431,0.10185674577951431
24823.png,0,none,0.17901374399662018,0.16471584141254425
24869.png,0,none,0.19607336819171906,0.17079128324985504
24889.png,0,none,0.40430355072021484,0.40430355072021484
24966.png,0,none,0.11430924385786057,0.11430924385786057
25040.png,0,none,0.14391300082206726,0.10421718657016754
25048.png,0,none,0.15128405392169952,0.15114347636699677
25049.png,0,none,0.2065783441066742,0.2065783441066742
25084.png,0,none,0.16322916746139526,0.16322916746139526
25184.png,0,none,0.09235184639692307,0.09235184639692307
25258.png,0,none,0.07777222245931625,0.07777222245931625
25331.png,0,none,0.280659019947052,0.23028938472270966
25343.png,0,none,0.26319870352745056,0.2269907295703888
25396.png,0,none,0.19916152954101562,0.17308355867862701
25436.png,0,none,0.0393061488866806,0.0393061488866806
25438.png,0,none,0.40183335542678833,0.40183335542678833
25512.png,0,none,0.3300883173942566,0.3300883173942566
25648.png,0,none,0.1403679996728897,0.1403679996728897
25746.png,0,none,0.19879914820194244,0.1460755467414856
25750.png,0,none,0.057753786444664,0.04424559324979782
25963.png,0,none,0.18408650159835815,0.18408650159835815
26041.png,0,none,0.09946801513433456,0.08037687093019485
26151.png,0,none,0.25113144516944885,0.25113144516944885
26317.png,0,none,0.3555757403373718,0.342197984457016
26467.png,0,none,0.17198900878429413,0.17198900878429413
26549.png,0,none,0.13094426691532135,0.13094426691532135
26634.png,0,none,0.14022614061832428,0.14332538843154907
26688.png,0,none,0.1537085324525833,0.13341766595840454
26698.png,0,none,0.0913180559873581,0.0913180559873581
26771.png,0,none,0.24198919534683228,0.22740668058395386
26887.png,0,none,0.2095678597688675,0.18760426342487335
26907.png,0,none,0.20747140049934387,0.18990714848041534
26922.png,0,none,0.04289550706744194,0.03565184399485588
26928.png,0,none,0.16385547816753387,0.15909649431705475
27038.png,0,none,0.06252439320087433,0.06252439320087433
27041.png,0,none,0.24885471165180206,0.24885471165180206
27484.png,0,none,0.18439508974552155,0.18439508974552155
27582.png,0,none,0.183857724070549,0.18170151114463806
27596.png,0,none,0.06439884752035141,0.06439884752035141
27791.png,0,none,0.12150018662214279,0.12150018662214279
27793.png,0,none,0.2407471090555191,0.23994094133377075
27879.png,0,none,0.24930185079574585,0.24930185079574585
27976.png,0,none,0.1409410685300827,0.1409410685300827
28001.png,0,none,0.1351015567779541,0.1351015567779541
28014.png,0,none,0.35772350430488586,0.30430033802986145
01012.png,1,iPhone,0.9895127415657043,0.8228186964988708
10741.png,1,iPhone,0.7738869190216064,0.32171833515167236
10744.png,1,Samsung,0.5566835403442383,0.21414490044116974
11053.png,1,iPhone,0.8487843871116638,0.3077402114868164
