cls,file,cx,cy,side,found,region_px
Bonafide,16241.png,511.2,568.8,632.0,True,821
Bonafide,16243.png,523.2,576.0,582.4,True,757
Bonafide,16259.png,516.0,565.6,673.6,True,875
Bonafide,16260.png,517.6,567.2,740.8,True,963
Bonafide,16298.png,524.8,572.8,736.0,True,956
Bonafide,16311.png,515.2,558.4,643.2,True,836
Bonafide,16321.png,522.4,568.8,590.4,True,767
Bonafide,16337.png,499.2,582.4,668.8,True,869
Bonafide,16367.png,512.8,554.4,577.6,True,750
Bonafide,16397.png,516.8,558.4,540.8,True,703
Bonafide,16402.png,540.8,548.8,646.4,True,840
Bonafide,16405.png,510.4,547.2,608.0,True,790
Bonafide,16412.png,508.8,598.4,652.8,True,848
Bonafide,16469.png,512.0,553.6,649.6,True,844
Bonafide,16486.png,512.0,576.0,598.4,True,777
Bonafide,16529.png,508.8,572.8,656.0,True,852
Bonafide,16535.png,511.2,549.6,683.2,True,888
Bonafide,16557.png,504.0,563.2,656.0,True,852
Bonafide,16581.png,516.8,563.2,707.2,True,919
Bonafide,16582.png,512.8,554.4,625.6,True,813
Bonafide,16583.png,517.6,581.6,632.0,True,821
Bonafide,16599.png,506.4,551.2,721.6,True,938
Bonafide,16600.png,514.4,562.4,734.4,True,954
Bonafide,16603.png,512.0,550.4,678.4,True,881
Bonafide,16639.png,513.6,560.0,649.6,True,844
Bonafide,16650.png,514.4,567.2,660.8,True,859
Bonafide,16670.png,520.8,551.2,670.4,True,871
Bonafide,16704.png,516.0,556.0,648.0,True,842
Bonafide,16710.png,523.2,560.0,707.2,True,919
Bonafide,16721.png,512.0,544.0,608.0,True,790
Bonafide,16780.png,512.0,563.2,627.2,True,815
Bonafide,16813.png,509.6,552.8,670.4,True,871
Bonafide,16843.png,510.4,561.6,684.8,True,890
Bonafide,16850.png,510.4,552.0,675.2,True,877
Bonafide,16852.png,523.2,540.8,668.8,True,869
Bonafide,16861.png,508.8,552.0,649.6,True,844
Bonafide,16865.png,514.4,540.0,744.0,True,967
Bonafide,16873.png,504.8,557.6,673.6,True,875
Bonafide,16879.png,504.8,562.4,718.4,True,933
Bonafide,16909.png,521.6,550.4,627.2,True,815
Bonafide,16911.png,503.2,565.6,673.6,True,875
Bonafide,16924.png,512.8,568.8,721.6,True,938
Bonafide,16942.png,502.4,574.4,553.6,True,719
Bonafide,16979.png,520.8,556.0,673.6,True,875
Bonafide,16986.png,512.8,559.2,635.2,True,825
Bonafide,17004.png,511.2,552.8,731.2,True,950
Bonafide,17017.png,514.4,551.2,632.0,True,821
Bonafide,17053.png,510.4,560.0,665.6,True,865
Bonafide,17055.png,509.6,560.8,580.8,True,755
Bonafide,17058.png,509.6,551.2,747.2,True,971
Bonafide,17088.png,509.6,541.6,638.4,True,829
Bonafide,17093.png,524.8,545.6,659.2,True,856
Bonafide,17105.png,540.0,559.2,676.8,True,879
Bonafide,17162.png,522.4,551.2,699.2,True,908
Bonafide,17164.png,508.8,536.0,700.8,True,911
Bonafide,17191.png,508.8,569.6,745.6,True,969
Bonafide,17205.png,513.6,569.6,675.2,True,877
Bonafide,17227.png,515.2,552.0,652.8,True,848
Bonafide,17239.png,528.0,552.0,643.2,True,836
Bonafide,17246.png,512.0,568.0,652.8,True,848
Bonafide,17275.png,521.6,552.0,681.6,True,886
Bonafide,17280.png,512.8,567.2,648.0,True,842
Bonafide,17336.png,532.0,541.6,641.6,True,834
Bonafide,17343.png,506.4,565.6,699.2,True,908
Bonafide,17356.png,503.2,573.6,644.8,True,838
Bonafide,17394.png,448.0,560.0,771.2,True,1002
Bonafide,17406.png,513.6,571.2,704.0,True,915
Bonafide,17419.png,512.8,568.8,644.8,True,838
Bonafide,17420.png,504.8,556.0,609.6,True,792
Bonafide,17429.png,519.2,568.8,728.0,True,946
Bonafide,17436.png,522.4,573.6,638.4,True,829
Bonafide,17441.png,510.4,556.8,672.0,True,873
Bonafide,17456.png,521.6,568.0,681.6,True,886
Bonafide,17492.png,513.6,561.6,672.0,True,873
Bonafide,17496.png,499.2,547.2,665.6,True,865
Bonafide,17558.png,506.4,560.8,616.0,True,800
Bonafide,17621.png,500.0,570.4,638.4,True,829
Bonafide,17627.png,515.2,556.8,691.2,True,898
Bonafide,17644.png,523.2,576.0,636.8,True,827
Bonafide,17655.png,509.6,573.6,648.0,True,842
Bonafide,17714.png,514.4,602.4,596.8,True,775
Bonafide,17723.png,512.8,549.6,600.0,True,780
Bonafide,17757.png,513.6,558.4,659.2,True,856
Bonafide,17761.png,504.0,558.4,636.8,True,827
Bonafide,17794.png,504.8,570.4,622.4,True,809
Bonafide,17795.png,502.4,556.8,726.4,True,944
Bonafide,17798.png,510.4,558.4,646.4,True,840
Bonafide,17801.png,510.4,555.2,636.8,True,827
Bonafide,17879.png,515.2,550.4,624.0,True,811
Bonafide,17889.png,514.4,562.4,670.4,True,871
Bonafide,17894.png,513.6,555.2,681.6,True,886
Bonafide,17896.png,510.4,550.4,585.6,True,761
Bonafide,17898.png,530.4,580.0,654.4,True,850
Bonafide,17905.png,509.6,551.2,651.2,True,846
Bonafide,17909.png,516.0,535.2,708.8,True,921
Bonafide,17936.png,497.6,556.8,640.0,True,832
Bonafide,17966.png,508.0,546.4,702.4,True,913
Bonafide,17986.png,497.6,579.2,553.6,True,719
Bonafide,18016.png,520.0,553.6,713.6,True,927
Bonafide,18033.png,532.8,590.4,723.2,True,940
Bonafide,18046.png,509.6,554.4,705.6,True,917
Bonafide,18101.png,510.4,550.4,633.6,True,823
Bonafide,18115.png,520.8,556.0,683.2,True,888
Bonafide,18159.png,520.0,585.6,668.8,True,869
Bonafide,18173.png,506.4,546.4,673.6,True,875
Bonafide,18181.png,508.8,558.4,713.6,True,927
Bonafide,18190.png,511.2,546.4,603.2,True,784
Bonafide,18214.png,528.0,569.6,675.2,True,877
Bonafide,18226.png,519.2,557.6,686.4,True,892
Bonafide,18231.png,507.2,564.8,678.4,True,881
Bonafide,18258.png,500.8,569.6,710.4,True,923
Bonafide,18267.png,506.4,572.0,686.4,True,892
Bonafide,18268.png,526.4,553.6,652.8,True,848
Bonafide,18270.png,512.0,569.6,694.4,True,902
Bonafide,18289.png,513.6,553.6,563.2,True,732
Bonafide,18298.png,523.2,555.2,672.0,True,873
Bonafide,18325.png,514.4,580.0,708.8,True,921
Bonafide,18345.png,496.0,540.8,704.0,True,915
Bonafide,18346.png,516.0,575.2,625.6,True,813
Bonafide,18350.png,508.0,554.4,593.6,True,771
Bonafide,18357.png,493.6,548.0,676.8,True,879
Bonafide,18382.png,513.6,561.6,643.2,True,836
Bonafide,18390.png,533.6,560.8,667.2,True,867
Bonafide,18402.png,517.6,570.4,632.0,True,821
Bonafide,18406.png,506.4,570.4,625.6,True,813
Bonafide,18427.png,512.0,580.8,716.8,True,931
Bonafide,18459.png,506.4,560.8,638.4,True,829
Bonafide,18473.png,522.4,548.0,641.6,True,834
Bonafide,18477.png,493.6,565.6,740.8,True,963
Bonafide,18480.png,507.2,569.6,678.4,True,881
Bonafide,18481.png,502.4,558.4,691.2,True,898
Bonafide,18490.png,508.0,578.4,715.2,True,929
Bonafide,18502.png,496.0,566.4,691.2,True,898
Bonafide,18517.png,505.6,564.8,675.2,True,877
Bonafide,18545.png,511.2,557.6,702.4,True,913
Bonafide,18556.png,505.6,560.0,675.2,True,877
Bonafide,18560.png,508.8,558.4,633.6,True,823
Bonafide,18565.png,518.4,548.8,608.0,True,790
Bonafide,18568.png,536.0,569.6,662.4,True,861
Bonafide,18585.png,513.6,561.6,598.4,True,777
Bonafide,18590.png,520.8,540.0,657.6,True,854
Bonafide,18704.png,520.0,539.2,678.4,True,881
Bonafide,18711.png,493.6,562.4,644.8,True,838
Bonafide,18725.png,524.0,576.8,708.8,True,921
Bonafide,18743.png,514.4,556.0,644.8,True,838
Bonafide,18758.png,513.6,550.4,649.6,True,844
Bonafide,18762.png,508.8,585.6,662.4,True,861
Bonafide,18768.png,507.2,550.4,697.6,True,906
Bonafide,18779.png,512.0,561.6,675.2,True,877
Bonafide,18828.png,513.6,563.2,675.2,True,877
Bonafide,18853.png,520.8,543.2,648.0,True,842
Bonafide,18876.png,512.8,567.2,692.8,True,900
Bonafide,18968.png,521.6,545.6,672.0,True,873
Bonafide,18973.png,516.0,564.0,696.0,True,904
Bonafide,19019.png,509.6,551.2,696.0,True,904
Bonafide,19026.png,508.0,544.8,638.4,True,829
Bonafide,19027.png,525.6,552.8,670.4,True,871
Bonafide,19053.png,504.8,557.6,648.0,True,842
Bonafide,19060.png,518.4,574.4,723.2,True,940
Bonafide,19078.png,508.8,556.8,710.4,True,923
Bonafide,19126.png,510.4,564.8,704.0,True,915
Bonafide,19143.png,523.2,555.2,745.6,True,969
Bonafide,19158.png,514.4,560.8,667.2,True,867
Bonafide,19164.png,512.0,512.0,640.0,False,832
Bonafide,19195.png,524.8,550.4,688.0,True,894
Bonafide,19197.png,508.8,548.8,713.6,True,927
Bonafide,19250.png,515.2,556.8,659.2,True,856
Bonafide,19273.png,515.2,572.8,745.6,True,969
Bonafide,19289.png,513.6,553.6,691.2,True,898
Bonafide,19292.png,515.2,563.2,672.0,True,873
Bonafide,19302.png,508.8,553.6,672.0,True,873
Bonafide,19304.png,500.8,553.6,720.0,True,936
Bonafide,19354.png,516.0,552.8,638.4,True,829
Bonafide,19363.png,510.4,582.4,697.6,True,906
Bonafide,19378.png,516.8,560.0,659.2,True,856
Bonafide,19385.png,516.8,576.0,620.8,True,807
Bonafide,19399.png,511.2,557.6,619.2,True,804
Bonafide,19412.png,527.2,588.0,577.6,True,750
Bonafide,19432.png,500.0,562.4,625.6,True,813
Bonafide,19438.png,505.6,560.0,608.0,True,790
Bonafide,19460.png,511.2,556.0,696.0,True,904
Bonafide,19481.png,507.2,556.8,665.6,True,865
Bonafide,19484.png,506.4,567.2,699.2,True,908
Bonafide,19497.png,505.6,814.4,220.8,True,287
Bonafide,19500.png,510.4,558.4,614.4,True,798
Bonafide,19506.png,515.2,561.6,652.8,True,848
Bonafide,19533.png,510.4,595.2,739.2,True,960
Bonafide,19582.png,514.4,557.6,673.6,True,875
Bonafide,19595.png,501.6,557.6,632.0,True,821
Bonafide,19598.png,512.0,556.8,620.8,True,807
Bonafide,19602.png,496.0,571.2,688.0,True,894
Bonafide,19605.png,532.0,544.8,660.8,True,859
Bonafide,19626.png,516.0,572.0,664.0,True,863
Bonafide,19662.png,700.0,516.0,315.2,True,409
Bonafide,19674.png,513.6,598.4,598.4,True,777
Bonafide,19709.png,522.4,551.2,632.0,True,821
Bonafide,19725.png,517.6,565.6,670.4,True,871
Bonafide,19754.png,508.0,546.4,657.6,True,854
Bonafide,19773.png,513.6,566.4,656.0,True,852
Bonafide,19824.png,511.2,548.0,660.8,True,859
Bonafide,19829.png,509.6,580.0,635.2,True,825
Bonafide,19837.png,531.2,596.8,723.2,True,940
Bonafide,19843.png,517.6,552.8,670.4,True,871
Bonafide,19871.png,512.8,544.8,625.6,True,813
Bonafide,19881.png,520.8,576.8,651.2,True,846
Bonafide,19893.png,535.2,567.2,728.0,True,946
Bonafide,19909.png,524.8,561.6,672.0,True,873
Bonafide,19915.png,520.8,575.2,683.2,True,888
Bonafide,19939.png,512.0,555.2,684.8,True,890
Bonafide,19978.png,518.4,558.4,726.4,True,944
Bonafide,19994.png,503.2,562.4,641.6,True,834
Bonafide,20005.png,516.0,543.2,638.4,True,829
Bonafide,20009.png,497.6,561.6,611.2,True,794
Bonafide,20010.png,510.4,558.4,672.0,True,873
Bonafide,20022.png,511.2,602.4,651.2,True,846
Bonafide,20043.png,512.0,545.6,576.0,True,748
Bonafide,20052.png,501.6,562.4,673.6,True,875
Bonafide,20091.png,509.6,570.4,648.0,True,842
Bonafide,20135.png,524.8,577.6,716.8,True,931
Bonafide,20138.png,511.2,527.2,616.0,True,800
Bonafide,20157.png,508.8,545.6,588.8,True,765
Bonafide,20163.png,510.4,560.0,652.8,True,848
Bonafide,20181.png,516.0,557.6,648.0,True,842
Bonafide,20193.png,502.4,569.6,739.2,True,960
Bonafide,20208.png,509.6,564.0,625.6,True,813
Bonafide,20220.png,504.0,555.2,604.8,True,786
Bonafide,20229.png,512.0,550.4,694.4,True,902
Bonafide,20252.png,508.0,562.4,609.6,True,792
Bonafide,20264.png,505.6,566.4,652.8,True,848
Bonafide,20276.png,518.4,542.4,652.8,True,848
Bonafide,20287.png,511.2,583.2,673.6,True,875
Bonafide,20292.png,522.4,559.2,635.2,True,825
Bonafide,20320.png,512.8,551.2,686.4,True,892
Bonafide,20325.png,504.0,561.6,681.6,True,886
Bonafide,20367.png,516.0,552.8,705.6,True,917
Bonafide,20387.png,522.4,551.2,753.6,True,979
Bonafide,20435.png,518.4,568.0,643.2,True,836
Bonafide,20471.png,525.6,565.6,772.8,True,1004
Bonafide,20482.png,511.2,548.0,635.2,True,825
Bonafide,20508.png,516.0,565.6,561.6,True,730
