cls,file,id,width,height,mode,bytes,info_keys,n_exif,orientation,mean,std,mean_r,mean_g,mean_b
Bonafide,11781.png,11781,1024,1024,RGB,1543889,,0,1,88.23883,65.44281,110.53305,87.21463,66.96884
Bonafide,11786.png,11786,1024,1024,RGB,1602297,,0,1,106.03182,68.4404,153.07617,107.84062,57.178555
Bonafide,11807.png,11807,1024,1024,RGB,1553923,,0,1,143.9598,64.40044,170.18178,136.84354,124.85397
Bonafide,11810.png,11810,1024,1024,RGB,1531923,,0,1,97.76904,45.58315,109.25793,95.50342,88.5458
Bonafide,11838.png,11838,1024,1024,RGB,1616482,,0,1,122.23197,56.984905,136.79784,124.827774,105.07035
Bonafide,11886.png,11886,1024,1024,RGB,1524976,,0,1,76.58273,52.620525,108.577034,78.634705,42.536415
Bonafide,11953.png,11953,1024,1024,RGB,1165628,,0,1,53.295193,41.05087,74.959465,47.726917,37.199078
Bonafide,11957.png,11957,1024,1024,RGB,1376704,,0,1,110.19586,63.19798,124.00924,118.35776,88.22076
Bonafide,11981.png,11981,1024,1024,RGB,1354526,,0,1,137.49406,56.4447,173.28122,153.07806,86.12311
Bonafide,11999.png,11999,1024,1024,RGB,1349977,,0,1,76.35756,66.072876,79.87315,70.19031,79.00912
Bonafide,12009.png,12009,1024,1024,RGB,1665584,,0,1,130.71953,50.53726,164.18842,127.287476,100.68275
Bonafide,12022.png,12022,1024,1024,RGB,1515459,,0,1,98.20145,68.748245,140.32211,76.65466,77.62765
Bonafide,12024.png,12024,1024,1024,RGB,1701794,,0,1,133.09023,55.263466,161.93365,126.1065,111.23053
Bonafide,12030.png,12030,1024,1024,RGB,1576176,,0,1,113.9587,65.58222,130.63976,110.39922,100.83709
Bonafide,12062.png,12062,1024,1024,RGB,1590192,,0,1,89.117004,42.67225,95.22456,94.72837,77.398155
Bonafide,12103.png,12103,1024,1024,RGB,1527343,,0,1,85.34162,56.128063,106.74425,83.24137,66.03931
Bonafide,12122.png,12122,1024,1024,RGB,1809933,,0,1,101.42624,58.133095,120.687325,97.54326,86.04829
Bonafide,12145.png,12145,1024,1024,RGB,1413640,,0,1,115.094025,45.29832,131.43034,116.89713,96.95456
Bonafide,12163.png,12163,1024,1024,RGB,1637057,,0,1,178.45314,41.71397,195.92093,169.19582,170.24272
Bonafide,12174.png,12174,1024,1024,RGB,1616063,,0,1,91.34268,52.071575,116.040924,86.99342,70.99373
Bonafide,12188.png,12188,1024,1024,RGB,1678793,,0,1,67.701164,52.407696,91.34163,56.460175,55.30161
Bonafide,12189.png,12189,1024,1024,RGB,1415378,,0,1,144.47983,70.62242,159.53293,138.45747,135.4488
Bonafide,12207.png,12207,1024,1024,RGB,1747377,,0,1,120.05249,56.68228,132.35225,121.06084,106.74425
Bonafide,12214.png,12214,1024,1024,RGB,1536939,,0,1,167.68486,63.49725,182.78973,155.29271,164.97202
Bonafide,12249.png,12249,1024,1024,RGB,1722652,,0,1,66.78724,57.000744,81.95664,65.6237,52.781406
Bonafide,12269.png,12269,1024,1024,RGB,1681667,,0,1,115.45355,61.34593,145.602,109.217575,91.54131
Bonafide,12278.png,12278,1024,1024,RGB,1432467,,0,1,77.169426,55.47553,97.63681,72.83598,61.035416
Bonafide,12302.png,12302,1024,1024,RGB,1441793,,0,1,166.59785,56.25369,182.26099,164.52235,153.01031
Bonafide,12320.png,12320,1024,1024,RGB,1600792,,0,1,104.391884,78.394775,135.78378,81.33083,96.06117
Bonafide,12332.png,12332,1024,1024,RGB,1667307,,0,1,103.84783,47.8647,121.09486,101.48872,88.95983
Bonafide,12349.png,12349,1024,1024,RGB,1434492,,0,1,62.4787,58.276863,79.539665,58.150936,49.745438
Bonafide,12357.png,12357,1024,1024,RGB,1482122,,0,1,115.95831,65.40848,122.19279,113.178116,112.50395
Bonafide,12368.png,12368,1024,1024,RGB,1529701,,0,1,122.03129,68.630424,145.48323,118.85731,101.75336
Bonafide,12383.png,12383,1024,1024,RGB,1567888,,0,1,67.797585,68.67271,100.86649,55.394276,47.13195
Bonafide,12385.png,12385,1024,1024,RGB,1174989,,0,1,49.54422,50.690964,60.892582,47.32579,40.41436
Bonafide,12412.png,12412,1024,1024,RGB,1600187,,0,1,117.799965,72.426094,121.88216,111.96014,119.55767
Bonafide,12444.png,12444,1024,1024,RGB,1623963,,0,1,103.76532,56.248245,121.95778,99.70464,89.63376
Bonafide,12461.png,12461,1024,1024,RGB,1535453,,0,1,115.820465,60.373737,154.28021,106.99205,86.189095
Bonafide,12465.png,12465,1024,1024,RGB,1804493,,0,1,100.2228,56.330578,112.38157,102.92645,85.36039
Bonafide,12471.png,12471,1024,1024,RGB,1342836,,0,1,176.6772,64.17038,191.25859,173.14952,165.62364
Bonafide,12481.png,12481,1024,1024,RGB,1953860,,0,1,121.229065,48.77574,137.84157,112.57354,113.27206
Bonafide,12482.png,12482,1024,1024,RGB,1676060,,0,1,72.08552,60.46377,94.594826,71.08699,50.57477
Bonafide,12533.png,12533,1024,1024,RGB,1392236,,0,1,63.96278,46.24639,77.66631,61.744713,52.47727
Bonafide,12562.png,12562,1024,1024,RGB,1418909,,0,1,83.72422,80.45412,96.69699,75.80669,78.66889
Bonafide,12569.png,12569,1024,1024,RGB,1612529,,0,1,144.64565,68.36459,161.09622,137.44424,135.39648
Bonafide,12605.png,12605,1024,1024,RGB,1398240,,0,1,118.94102,72.69391,124.49569,115.467705,116.859665
Bonafide,12616.png,12616,1024,1024,RGB,1830398,,0,1,70.6173,70.707184,68.34613,72.16241,71.343445
Bonafide,12702.png,12702,1024,1024,RGB,1537936,,0,1,117.39474,70.64373,130.01764,106.382126,115.78455
Bonafide,12705.png,12705,1024,1024,RGB,1665863,,0,1,120.69244,65.226425,140.82321,102.85159,118.40247
Bonafide,12714.png,12714,1024,1024,RGB,1509508,,0,1,113.6275,73.92136,125.94626,109.82522,105.11105
Bonafide,12735.png,12735,1024,1024,RGB,1303373,,0,1,144.92763,70.96201,194.23846,132.73613,107.80863
Bonafide,12770.png,12770,1024,1024,RGB,1330237,,0,1,130.71228,58.62326,162.906,133.5551,95.67588
Bonafide,12818.png,12818,1024,1024,RGB,1804618,,0,1,75.035774,62.883602,89.03146,71.07117,65.00462
Bonafide,12871.png,12871,1024,1024,RGB,1511940,,0,1,70.75698,50.837585,82.772,63.438717,66.060165
Bonafide,12872.png,12872,1024,1024,RGB,1357242,,0,1,70.93037,53.36916,94.94869,69.447426,48.394966
Bonafide,12880.png,12880,1024,1024,RGB,1255817,,0,1,79.37441,63.93197,89.053154,80.493126,68.576866
Bonafide,12934.png,12934,1024,1024,RGB,1683735,,0,1,103.919395,44.57733,119.46674,101.15315,91.13807
Bonafide,12979.png,12979,1024,1024,RGB,1593079,,0,1,138.52621,44.019253,158.82123,133.48788,123.26936
Bonafide,12994.png,12994,1024,1024,RGB,1541246,,0,1,109.425514,63.364567,133.46025,111.57079,83.24561
Bonafide,12998.png,12998,1024,1024,RGB,1528492,,0,1,105.54541,57.96505,142.69005,94.196976,79.74949
Bonafide,13013.png,13013,1024,1024,RGB,1640633,,0,1,94.31228,65.41362,114.90752,88.453354,79.576126
Bonafide,13037.png,13037,1024,1024,RGB,1485093,,0,1,135.61273,74.35014,149.53366,135.58366,121.72082
Bonafide,13045.png,13045,1024,1024,RGB,1210131,,0,1,60.80786,51.00797,71.94175,63.753727,46.728153
Bonafide,13046.png,13046,1024,1024,RGB,1488643,,0,1,65.4166,58.39928,81.41285,58.872147,55.964775
Bonafide,13079.png,13079,1024,1024,RGB,1449192,,0,1,88.441246,58.39671,97.48729,82.74367,85.09278
Bonafide,13121.png,13121,1024,1024,RGB,1396687,,0,1,88.25773,63.101376,116.33286,85.27497,63.16528
Bonafide,13124.png,13124,1024,1024,RGB,1446918,,0,1,115.51648,60.241573,137.33409,108.88992,100.325356
Bonafide,13152.png,13152,1024,1024,RGB,1663758,,0,1,134.96507,56.752823,156.24011,128.33879,120.31645
Bonafide,13157.png,13157,1024,1024,RGB,1485361,,0,1,119.55322,55.621944,141.99417,111.64224,105.023544
Bonafide,13247.png,13247,1024,1024,RGB,1271678,,0,1,83.06209,65.374466,105.03188,77.01283,67.1415
Bonafide,13257.png,13257,1024,1024,RGB,1442565,,0,1,127.70239,90.925674,146.41397,122.24902,114.44416
Bonafide,13328.png,13328,1024,1024,RGB,1919138,,0,1,131.45479,74.96929,109.91375,129.97588,154.47447
Bonafide,13344.png,13344,1024,1024,RGB,1536785,,0,1,185.16505,64.517525,199.16818,176.80836,179.51854
Bonafide,13345.png,13345,1024,1024,RGB,1689388,,0,1,115.42721,64.673874,128.73203,108.25679,109.29271
Bonafide,13355.png,13355,1024,1024,RGB,1240958,,0,1,158.44757,56.5479,183.77882,158.40057,133.16324
Bonafide,13357.png,13357,1024,1024,RGB,1554954,,0,1,82.552284,53.066463,90.86697,79.78893,77.00092
Bonafide,13363.png,13363,1024,1024,RGB,1617885,,0,1,121.227356,74.20474,129.32953,105.07653,129.2762
Bonafide,13382.png,13382,1024,1024,RGB,1676755,,0,1,130.58235,50.977627,151.2976,128.92043,111.5291
Bonafide,13386.png,13386,1024,1024,RGB,1598883,,0,1,123.165985,50.50364,146.1754,119.818436,103.50407
Bonafide,13388.png,13388,1024,1024,RGB,1709818,,0,1,160.70964,63.200356,200.66814,148.88037,132.58038
Bonafide,13396.png,13396,1024,1024,RGB,1746345,,0,1,148.32295,80.869934,169.92816,146.29236,128.7486
Bonafide,13410.png,13410,1024,1024,RGB,1525114,,0,1,98.59612,56.8461,115.58523,93.73366,86.46939
Bonafide,13414.png,13414,1024,1024,RGB,1620348,,0,1,65.5209,48.930103,85.58282,63.167084,47.812763
Bonafide,13461.png,13461,1024,1024,RGB,1328856,,0,1,112.4911,48.48864,132.55211,108.40031,96.52094
Bonafide,13478.png,13478,1024,1024,RGB,1530561,,0,1,82.72603,57.027203,106.17731,74.52915,67.47161
Bonafide,13497.png,13497,1024,1024,RGB,1472510,,0,1,131.8862,74.850204,126.46001,138.82568,130.37294
Bonafide,13502.png,13502,1024,1024,RGB,1418987,,0,1,135.85286,73.76065,164.84662,126.19005,116.522026
Bonafide,13530.png,13530,1024,1024,RGB,1410152,,0,1,119.81201,45.52779,123.97423,118.77436,116.6875
Bonafide,13537.png,13537,1024,1024,RGB,1433520,,0,1,164.45848,49.706287,171.8578,163.36166,158.15598
Bonafide,13562.png,13562,1024,1024,RGB,1215624,,0,1,172.71002,74.12769,193.60939,165.2897,159.23111
Bonafide,13568.png,13568,1024,1024,RGB,1536709,,0,1,117.87015,58.42283,133.43513,112.87952,107.29582
Bonafide,13582.png,13582,1024,1024,RGB,1220729,,0,1,149.30064,79.82237,164.07019,145.50456,138.32738
Bonafide,13583.png,13583,1024,1024,RGB,1507962,,0,1,139.77843,53.868675,174.4634,136.8614,108.010475
Bonafide,13597.png,13597,1024,1024,RGB,1575875,,0,1,79.51623,75.08454,88.825,71.03266,78.691086
Bonafide,13610.png,13610,1024,1024,RGB,1714641,,0,1,103.96461,71.01303,126.40418,98.55323,86.9366
Bonafide,13620.png,13620,1024,1024,RGB,1427494,,0,1,88.17791,59.103855,95.073875,87.44292,82.01697
Bonafide,13638.png,13638,1024,1024,RGB,1363946,,0,1,96.25354,64.47468,99.89121,96.56306,92.306274
Bonafide,13640.png,13640,1024,1024,RGB,1214190,,0,1,78.5247,56.45773,91.326805,74.64827,69.59898
Bonafide,13695.png,13695,1024,1024,RGB,1682129,,0,1,68.89065,41.118202,79.61552,64.598656,62.457794
Bonafide,13715.png,13715,1024,1024,RGB,1633737,,0,1,115.162834,65.93327,130.60971,106.65529,108.22324
Bonafide,13719.png,13719,1024,1024,RGB,1823689,,0,1,84.90073,55.642376,98.284195,75.99136,80.426544
Bonafide,13753.png,13753,1024,1024,RGB,1711744,,0,1,101.98633,74.16519,147.62898,94.13144,64.19866
Bonafide,13777.png,13777,1024,1024,RGB,1484014,,0,1,90.72885,77.844246,145.62895,83.107346,43.4504
Bonafide,13836.png,13836,1024,1024,RGB,1751859,,0,1,105.342224,60.733513,122.6146,102.5705,90.84146
Bonafide,13871.png,13871,1024,1024,RGB,1650934,,0,1,139.19514,59.52397,154.89429,147.26526,115.425865
Bonafide,13890.png,13890,1024,1024,RGB,1633083,,0,1,83.58517,76.76851,105.58098,78.65468,66.519936
Bonafide,13925.png,13925,1024,1024,RGB,1620618,,0,1,83.97817,51.44561,96.48439,81.349365,74.10082
Bonafide,13993.png,13993,1024,1024,RGB,1649604,,0,1,116.79403,63.24397,139.85292,115.04965,95.47952
Bonafide,13999.png,13999,1024,1024,RGB,1406581,,0,1,106.18798,62.357384,127.52963,106.28923,84.74503
Bonafide,14019.png,14019,1024,1024,RGB,1416066,,0,1,93.3644,73.15548,118.654274,91.654015,69.78491
Bonafide,14036.png,14036,1024,1024,RGB,1379933,,0,1,136.58347,70.18443,147.2673,136.17316,126.30972
Bonafide,14055.png,14055,1024,1024,RGB,1558789,,0,1,122.03402,80.91516,136.15553,114.4317,115.51451
Bonafide,14062.png,14062,1024,1024,RGB,1445871,,0,1,56.10635,50.700153,89.284164,46.533745,32.501045
Bonafide,14066.png,14066,1024,1024,RGB,1483001,,0,1,97.09878,70.74902,102.70197,95.31053,93.28389
Bonafide,14067.png,14067,1024,1024,RGB,1812804,,0,1,135.2758,79.643005,161.80585,133.64087,110.38068
Bonafide,14083.png,14083,1024,1024,RGB,1374632,,0,1,137.8346,81.03159,166.33745,132.54198,114.62448
Bonafide,14088.png,14088,1024,1024,RGB,1536555,,0,1,62.99965,59.08583,85.207565,57.133884,46.65744
Bonafide,14164.png,14164,1024,1024,RGB,1602914,,0,1,176.58766,45.4798,187.40912,180.32002,162.03395
Bonafide,14201.png,14201,1024,1024,RGB,1482272,,0,1,110.94268,72.47441,130.03647,105.39848,97.393135
Bonafide,14215.png,14215,1024,1024,RGB,1560668,,0,1,150.29356,61.511066,174.077,143.01271,133.791
Bonafide,14220.png,14220,1024,1024,RGB,1572379,,0,1,76.83416,69.26536,110.131805,70.38201,49.988632
Bonafide,14224.png,14224,1024,1024,RGB,1475245,,0,1,102.8357,53.875362,123.81205,97.98039,86.7148
Bonafide,14261.png,14261,1024,1024,RGB,1245065,,0,1,79.88108,82.8379,85.35926,78.23996,76.04397
Bonafide,14285.png,14285,1024,1024,RGB,1476509,,0,1,51.779865,58.7039,68.32306,46.584656,40.43193
Bonafide,14392.png,14392,1024,1024,RGB,1593059,,0,1,115.93281,71.479675,115.07701,110.12421,122.59724
Bonafide,14394.png,14394,1024,1024,RGB,1695918,,0,1,93.85071,72.49517,118.77918,90.479515,72.293396
Bonafide,14397.png,14397,1024,1024,RGB,1446292,,0,1,135.3785,81.0364,152.66531,135.48325,117.986786
Bonafide,14407.png,14407,1024,1024,RGB,1517751,,0,1,102.5502,64.821815,125.71739,92.95701,88.976234
Bonafide,14413.png,14413,1024,1024,RGB,1537487,,0,1,155.87907,64.43701,188.35443,146.30505,132.97758
Bonafide,14416.png,14416,1024,1024,RGB,1495155,,0,1,102.09122,64.103455,113.51492,99.745804,93.01306
Bonafide,14419.png,14419,1024,1024,RGB,1520377,,0,1,130.39381,77.500694,152.31087,129.30095,109.56957
Bonafide,14439.png,14439,1024,1024,RGB,1323385,,0,1,145.12292,41.332935,167.97876,140.8904,126.4998
Bonafide,14511.png,14511,1024,1024,RGB,1554043,,0,1,137.218,74.13646,156.82414,133.29675,121.533134
Bonafide,14512.png,14512,1024,1024,RGB,1396638,,0,1,113.072266,53.75004,128.39005,109.20037,101.626465
Bonafide,14515.png,14515,1024,1024,RGB,1568427,,0,1,84.73994,42.070248,95.55848,80.11406,78.54728
Bonafide,14540.png,14540,1024,1024,RGB,1475301,,0,1,111.7785,61.175674,128.33617,109.15868,97.840706
Bonafide,14555.png,14555,1024,1024,RGB,1439323,,0,1,112.167114,55.544453,126.311035,111.762764,98.42752
Bonafide,14593.png,14593,1024,1024,RGB,1496589,,0,1,88.9302,62.685734,98.59722,90.6001,77.5932
Bonafide,14619.png,14619,1024,1024,RGB,1501627,,0,1,112.00944,58.50026,127.22322,107.35899,101.44609
Bonafide,14663.png,14663,1024,1024,RGB,1502337,,0,1,110.91965,59.967285,130.81519,108.80718,93.13649
Bonafide,14678.png,14678,1024,1024,RGB,1520728,,0,1,136.49986,67.39757,154.7232,136.16975,118.6067
Bonafide,14686.png,14686,1024,1024,RGB,1619949,,0,1,120.052734,62.812904,140.70369,117.861664,101.59277
Bonafide,14701.png,14701,1024,1024,RGB,1488033,,0,1,105.19061,52.04761,118.739044,107.09383,89.73915
Bonafide,14708.png,14708,1024,1024,RGB,1686778,,0,1,104.23865,52.139225,118.44631,99.95055,94.31919
Bonafide,14713.png,14713,1024,1024,RGB,1400940,,0,1,91.41876,61.615658,141.72176,89.60755,42.927155
Bonafide,14723.png,14723,1024,1024,RGB,1327801,,0,1,135.2672,58.230457,144.22026,133.83392,127.74744
Bonafide,14735.png,14735,1024,1024,RGB,1553347,,0,1,169.37762,55.63963,191.2728,166.30084,150.55948
Bonafide,14742.png,14742,1024,1024,RGB,1788264,,0,1,71.68564,46.327908,85.56993,70.3652,59.121742
Bonafide,14764.png,14764,1024,1024,RGB,1424736,,0,1,123.138954,52.507866,143.67496,122.61819,103.123764
Bonafide,14784.png,14784,1024,1024,RGB,1540975,,0,1,98.966774,65.39373,105.63834,98.86798,92.39404
Bonafide,14812.png,14812,1024,1024,RGB,1434144,,0,1,153.09558,58.520298,169.45987,150.01083,139.8161
Bonafide,14822.png,14822,1024,1024,RGB,1522812,,0,1,121.242805,95.49483,176.40968,138.23279,49.085873
Bonafide,14862.png,14862,1024,1024,RGB,1525832,,0,1,161.58412,72.80017,176.94658,155.11523,152.69038
Bonafide,14885.png,14885,1024,1024,RGB,1482915,,0,1,80.84699,58.861034,93.23569,77.50946,71.79585
Bonafide,14899.png,14899,1024,1024,RGB,1485708,,0,1,89.920876,82.26134,125.32138,85.90607,58.535046
Bonafide,14909.png,14909,1024,1024,RGB,1609343,,0,1,103.50527,65.584404,148.26428,100.63499,61.61649
Bonafide,14921.png,14921,1024,1024,RGB,1263582,,0,1,110.40482,73.21125,118.15822,121.82309,91.23311
Bonafide,14930.png,14930,1024,1024,RGB,1711228,,0,1,133.9553,58.944252,168.00082,129.40462,104.46066
Bonafide,14977.png,14977,1024,1024,RGB,1570008,,0,1,87.55248,55.709732,105.43399,89.22893,67.99439
Bonafide,15038.png,15038,1024,1024,RGB,989467,,0,1,174.62776,50.88436,189.60686,168.07603,166.20053
Bonafide,15084.png,15084,1024,1024,RGB,1572110,,0,1,178.55829,52.083122,200.01045,182.78221,152.88214
Bonafide,15121.png,15121,1024,1024,RGB,1609727,,0,1,114.71939,66.459724,127.460434,122.47652,94.22115
Bonafide,15132.png,15132,1024,1024,RGB,1408557,,0,1,169.40193,72.66783,213.54924,148.75406,145.90273
Bonafide,15139.png,15139,1024,1024,RGB,1463397,,0,1,120.421165,76.90411,159.8441,108.3372,93.08203
Bonafide,15140.png,15140,1024,1024,RGB,1715165,,0,1,123.840126,57.586002,154.43896,114.2969,102.78439
Bonafide,15156.png,15156,1024,1024,RGB,1495964,,0,1,88.93951,69.76127,115.00152,85.86432,65.95262
Bonafide,15170.png,15170,1024,1024,RGB,1628733,,0,1,110.403656,57.32749,125.750534,104.54692,100.91336
Bonafide,15174.png,15174,1024,1024,RGB,1615842,,0,1,111.305084,49.33159,125.895424,111.53375,96.48621
Bonafide,15219.png,15219,1024,1024,RGB,1513878,,0,1,107.47122,62.94092,128.92445,103.34687,90.14224
Bonafide,15237.png,15237,1024,1024,RGB,1673130,,0,1,127.77401,54.634518,146.19406,122.504814,114.62315
Bonafide,15238.png,15238,1024,1024,RGB,1574314,,0,1,105.62427,58.38827,116.39128,101.00833,99.473015
Bonafide,15240.png,15240,1024,1024,RGB,1520108,,0,1,93.97564,67.30299,112.94646,79.98746,88.993034
Bonafide,15243.png,15243,1024,1024,RGB,1397222,,0,1,157.29102,50.97695,171.72665,157.4191,142.72723
Bonafide,15255.png,15255,1024,1024,RGB,1479076,,0,1,121.47135,57.067772,142.37738,116.620346,105.41646
Bonafide,15286.png,15286,1024,1024,RGB,1566024,,0,1,103.16166,64.32419,114.22988,96.687416,98.56758
Bonafide,15305.png,15305,1024,1024,RGB,1547411,,0,1,97.97578,63.51602,114.66918,89.4414,89.81679
Bonafide,15326.png,15326,1024,1024,RGB,1829989,,0,1,80.34849,46.878613,92.63729,81.04025,67.36799
Bonafide,15336.png,15336,1024,1024,RGB,1631517,,0,1,103.268394,68.711876,122.06771,99.120735,88.61684
Bonafide,15370.png,15370,1024,1024,RGB,1444356,,0,1,95.34144,58.606552,100.430084,88.9347,96.65959
Bonafide,15376.png,15376,1024,1024,RGB,1971408,,0,1,108.79221,65.313736,123.74139,106.79704,95.83817
Bonafide,15386.png,15386,1024,1024,RGB,1818681,,0,1,128.27565,80.706505,159.54723,121.169556,104.11027
Bonafide,15390.png,15390,1024,1024,RGB,1502376,,0,1,123.23971,68.46806,143.59956,117.015656,109.10405
Bonafide,15407.png,15407,1024,1024,RGB,1673162,,0,1,141.18004,56.90106,148.39165,138.28973,136.8589
Bonafide,15421.png,15421,1024,1024,RGB,1420785,,0,1,166.14256,62.5568,175.08278,164.12808,159.2168
Bonafide,15459.png,15459,1024,1024,RGB,1445711,,0,1,79.51971,57.245148,94.10095,79.93199,64.526184
