file,cls,label,pair_id,paired,phone,fold,locked,lopo_group,random_split
13993.png,Bonafide,0,13993,False,none,0,False,bona_train,train
13999.png,Bonafide,0,13999,False,none,3,False,bona_val,train
14019.png,Bonafide,0,14019,False,none,0,False,bona_train,train
14036.png,Bonafide,0,14036,False,none,3,False,bona_train,train
14055.png,Bonafide,0,14055,False,none,2,False,bona_train,train
14062.png,Bonafide,0,14062,False,none,4,True,bona_train,train
14066.png,Bonafide,0,14066,False,none,4,True,bona_train,val
14067.png,Bonafide,0,14067,False,none,3,False,bona_val,val
14083.png,Bonafide,0,14083,False,none,0,False,bona_train,train
14088.png,Bonafide,0,14088,False,none,1,False,bona_train,train
14164.png,Bonafide,0,14164,False,none,3,False,bona_train,train
14201.png,Bonafide,0,14201,False,none,4,True,bona_train,train
14215.png,Bonafide,0,14215,False,none,2,False,bona_val,val
14220.png,Bonafide,0,14220,False,none,4,True,bona_train,train
14224.png,Bonafide,0,14224,False,none,2,False,bona_train,train
14261.png,Bonafide,0,14261,False,none,0,False,bona_train,train
14285.png,Bonafide,0,14285,False,none,2,False,bona_train,train
14392.png,Bonafide,0,14392,False,none,2,False,bona_train,train
14394.png,Bonafide,0,14394,False,none,3,False,bona_train,val
14397.png,Bonafide,0,14397,False,none,0,False,bona_train,train
14407.png,Bonafide,0,14407,False,none,1,False,bona_train,train
14413.png,Bonafide,0,14413,False,none,0,False,bona_train,train
14416.png,Bonafide,0,14416,False,none,4,True,bona_train,train
14419.png,Bonafide,0,14419,False,none,2,False,bona_train,val
14439.png,Bonafide,0,14439,False,none,4,True,bona_train,train
14511.png,Bonafide,0,14511,False,none,0,False,bona_train,train
14512.png,Bonafide,0,14512,False,none,1,False,bona_train,train
14515.png,Bonafide,0,14515,False,none,2,False,bona_train,val
14540.png,Bonafide,0,14540,False,none,0,False,bona_train,train
14555.png,Bonafide,0,14555,False,none,0,False,bona_val,train
14593.png,Bonafide,0,14593,False,none,2,False,bona_train,val
14619.png,Bonafide,0,14619,False,none,3,False,bona_val,train
14663.png,Bonafide,0,14663,False,none,1,False,bona_train,val
14678.png,Bonafide,0,14678,False,none,0,False,bona_train,train
14686.png,Bonafide,0,14686,False,none,0,False,bona_train,val
14701.png,Bonafide,0,14701,False,none,3,False,bona_train,train
14708.png,Bonafide,0,14708,False,none,1,False,bona_train,val
14713.png,Bonafide,0,14713,False,none,1,False,bona_train,train
14723.png,Bonafide,0,14723,False,none,1,False,bona_train,train
14735.png,Bonafide,0,14735,False,none,3,False,bona_train,train
14742.png,Bonafide,0,14742,False,none,0,False,bona_train,train
14764.png,Bonafide,0,14764,False,none,2,False,bona_train,train
14784.png,Bonafide,0,14784,False,none,3,False,bona_val,train
14812.png,Bonafide,0,14812,False,none,2,False,bona_train,val
14822.png,Bonafide,0,14822,False,none,4,True,bona_train,train
14862.png,Bonafide,0,14862,False,none,0,False,bona_val,val
14885.png,Bonafide,0,14885,False,none,3,False,bona_train,train
14899.png,Bonafide,0,14899,False,none,0,False,bona_train,train
14909.png,Bonafide,0,14909,False,none,2,False,bona_train,val
14921.png,Bonafide,0,14921,False,none,1,False,bona_val,train
14930.png,Bonafide,0,14930,False,none,0,False,bona_train,train
14977.png,Bonafide,0,14977,False,none,1,False,bona_val,train
15038.png,Bonafide,0,15038,False,none,1,False,bona_train,train
15084.png,Bonafide,0,15084,False,none,4,True,bona_train,train
15121.png,Bonafide,0,15121,False,none,1,False,bona_train,train
15132.png,Bonafide,0,15132,False,none,1,False,bona_train,val
15139.png,Bonafide,0,15139,False,none,1,False,bona_val,val
15140.png,Bonafide,0,15140,False,none,1,False,bona_train,train
15156.png,Bonafide,0,15156,False,none,3,False,bona_train,train
15170.png,Bonafide,0,15170,False,none,2,False,bona_train,train
15174.png,Bonafide,0,15174,False,none,2,False,bona_train,train
15219.png,Bonafide,0,15219,False,none,3,False,bona_train,train
15237.png,Bonafide,0,15237,False,none,4,True,bona_train,train
15238.png,Bonafide,0,15238,False,none,4,True,bona_train,train
15240.png,Bonafide,0,15240,False,none,3,False,bona_train,train
15243.png,Bonafide,0,15243,False,none,3,False,bona_val,train
15255.png,Bonafide,0,15255,False,none,1,False,bona_val,train
15286.png,Bonafide,0,15286,False,none,0,False,bona_val,train
15305.png,Bonafide,0,15305,False,none,3,False,bona_train,train
15326.png,Bonafide,0,15326,False,none,3,False,bona_train,train
15336.png,Bonafide,0,15336,False,none,4,True,bona_train,val
15370.png,Bonafide,0,15370,False,none,0,False,bona_train,train
15376.png,Bonafide,0,15376,False,none,0,False,bona_train,train
15386.png,Bonafide,0,15386,False,none,2,False,bona_train,train
15390.png,Bonafide,0,15390,False,none,1,False,bona_val,train
15407.png,Bonafide,0,15407,False,none,1,False,bona_val,train
15421.png,Bonafide,0,15421,False,none,0,False,bona_train,train
15459.png,Bonafide,0,15459,False,none,4,True,bona_train,train
15469.png,Bonafide,0,15469,False,none,4,True,bona_train,train
15470.png,Bonafide,0,15470,False,none,3,False,bona_train,train
15554.png,Bonafide,0,15554,False,none,0,False,bona_train,train
15581.png,Bonafide,0,15581,False,none,0,False,bona_train,train
15609.png,Bonafide,0,15609,False,none,1,False,bona_train,train
15636.png,Bonafide,0,15636,False,none,3,False,bona_train,val
15637.png,Bonafide,0,15637,False,none,3,False,bona_train,val
15683.png,Bonafide,0,15683,False,none,4,True,bona_train,train
15699.png,Bonafide,0,15699,False,none,2,False,bona_train,train
15718.png,Bonafide,0,15718,False,none,4,True,bona_train,train
15722.png,Bonafide,0,15722,False,none,3,False,bona_train,val
15773.png,Bonafide,0,15773,False,none,3,False,bona_train,train
15783.png,Bonafide,0,15783,False,none,4,True,bona_train,val
15787.png,Bonafide,0,15787,False,none,4,True,bona_train,val
15804.png,Bonafide,0,15804,False,none,4,True,bona_train,train
15841.png,Bonafide,0,15841,False,none,0,False,bona_train,train
15843.png,Bonafide,0,15843,False,none,2,False,bona_train,train
15851.png,Bonafide,0,15851,False,none,4,True,bona_train,train
15860.png,Bonafide,0,15860,False,none,2,False,bona_val,train
15883.png,Bonafide,0,15883,False,none,1,False,bona_train,val
15915.png,Bonafide,0,15915,False,none,3,False,bona_train,train
15947.png,Bonafide,0,15947,False,none,2,False,bona_train,train
15965.png,Bonafide,0,15965,False,none,2,False,bona_train,train
15983.png,Bonafide,0,15983,False,none,2,False,bona_train,train
16038.png,Bonafide,0,16038,False,none,0,False,bona_train,train
16049.png,Bonafide,0,16049,False,none,2,False,bona_val,train
16068.png,Bonafide,0,16068,False,none,2,False,bona_train,train
16079.png,Bonafide,0,16079,False,none,3,False,bona_train,train
16102.png,Bonafide,0,16102,False,none,2,False,bona_train,train
16116.png,Bonafide,0,16116,False,none,4,True,bona_train,train
16132.png,Bonafide,0,16132,False,none,0,False,bona_train,val
16170.png,Bonafide,0,16170,False,none,3,False,bona_train,train
16193.png,Bonafide,0,16193,False,none,2,False,bona_train,train
16205.png,Bonafide,0,16205,False,none,4,True,bona_val,train
16220.png,Bonafide,0,16220,False,none,2,False,bona_train,train
16223.png,Bonafide,0,16223,False,none,3,False,bona_val,val
16229.png,Bonafide,0,16229,False,none,0,False,bona_train,train
16241.png,Bonafide,0,16241,False,none,3,False,bona_val,train
16243.png,Bonafide,0,16243,False,none,0,False,bona_train,train
16259.png,Bonafide,0,16259,False,none,3,False,bona_val,val
16260.png,Bonafide,0,16260,False,none,3,False,bona_train,val
16298.png,Bonafide,0,16298,False,none,4,True,bona_train,train
16311.png,Bonafide,0,16311,False,none,0,False,bona_train,train
16321.png,Bonafide,0,16321,False,none,1,False,bona_train,train
16337.png,Bonafide,0,16337,False,none,4,True,bona_train,val
16367.png,Bonafide,0,16367,False,none,0,False,bona_train,train
16397.png,Bonafide,0,16397,False,none,4,True,bona_train,train
16402.png,Bonafide,0,16402,False,none,0,False,bona_train,val
16405.png,Bonafide,0,16405,False,none,0,False,bona_val,val
16412.png,Bonafide,0,16412,False,none,3,False,bona_train,train
16469.png,Bonafide,0,16469,False,none,2,False,bona_train,train
16486.png,Bonafide,0,16486,False,none,4,True,bona_train,val
16529.png,Bonafide,0,16529,False,none,2,False,bona_train,train
16535.png,Bonafide,0,16535,False,none,2,False,bona_train,train
16557.png,Bonafide,0,16557,False,none,2,False,bona_train,train
16581.png,Bonafide,0,16581,False,none,1,False,bona_val,train
16582.png,Bonafide,0,16582,False,none,3,False,bona_train,train
16583.png,Bonafide,0,16583,False,none,3,False,bona_train,train
16599.png,Bonafide,0,16599,False,none,2,False,bona_train,train
16600.png,Bonafide,0,16600,False,none,3,False,bona_train,val
16603.png,Bonafide,0,16603,False,none,0,False,bona_train,train
16639.png,Bonafide,0,16639,False,none,2,False,bona_train,val
16650.png,Bonafide,0,16650,False,none,4,True,bona_train,train
16670.png,Bonafide,0,16670,False,none,3,False,bona_train,train
16704.png,Bonafide,0,16704,False,none,3,False,bona_val,train
16710.png,Bonafide,0,16710,False,none,3,False,bona_train,val
16721.png,Bonafide,0,16721,False,none,4,True,bona_train,train
16780.png,Bonafide,0,16780,False,none,1,False,bona_train,train
16813.png,Bonafide,0,16813,False,none,1,False,bona_train,train
16843.png,Bonafide,0,16843,False,none,1,False,bona_val,train
16850.png,Bonafide,0,16850,False,none,3,False,bona_train,train
16852.png,Bonafide,0,16852,False,none,4,True,bona_train,train
16861.png,Bonafide,0,16861,False,none,2,False,bona_train,train
16865.png,Bonafide,0,16865,False,none,2,False,bona_train,train
16873.png,Bonafide,0,16873,False,none,2,False,bona_train,train
16879.png,Bonafide,0,16879,False,none,3,False,bona_train,train
16909.png,Bonafide,0,16909,False,none,2,False,bona_train,train
16911.png,Bonafide,0,16911,False,none,1,False,bona_train,train
16924.png,Bonafide,0,16924,False,none,1,False,bona_train,train
16942.png,Bonafide,0,16942,False,none,0,False,bona_val,train
16979.png,Bonafide,0,16979,False,none,4,True,bona_val,train
16986.png,Bonafide,0,16986,False,none,1,False,bona_train,train
17004.png,Bonafide,0,17004,False,none,4,True,bona_train,val
17017.png,Bonafide,0,17017,False,none,2,False,bona_train,train
17053.png,Bonafide,0,17053,False,none,2,False,bona_val,train
17055.png,Bonafide,0,17055,False,none,3,False,bona_train,val
17058.png,Bonafide,0,17058,False,none,3,False,bona_train,train
17088.png,Bonafide,0,17088,False,none,2,False,bona_train,train
17093.png,Bonafide,0,17093,False,none,0,False,bona_train,train
17105.png,Bonafide,0,17105,False,none,0,False,bona_train,train
17162.png,Bonafide,0,17162,False,none,3,False,bona_train,val
17164.png,Bonafide,0,17164,False,none,2,False,bona_train,train
17191.png,Bonafide,0,17191,False,none,0,False,bona_val,train
17205.png,Bonafide,0,17205,False,none,4,True,bona_train,val
17227.png,Bonafide,0,17227,False,none,1,False,bona_train,train
17239.png,Bonafide,0,17239,False,none,4,True,bona_train,train
17246.png,Bonafide,0,17246,False,none,3,False,bona_val,val
17275.png,Bonafide,0,17275,False,none,3,False,bona_train,train
17280.png,Bonafide,0,17280,False,none,2,False,bona_val,train
17336.png,Bonafide,0,17336,False,none,2,False,bona_train,train
17343.png,Bonafide,0,17343,False,none,3,False,bona_val,val
17356.png,Bonafide,0,17356,False,none,2,False,bona_val,train
17394.png,Bonafide,0,17394,False,none,0,False,bona_val,train
17406.png,Bonafide,0,17406,False,none,0,False,bona_train,train
17419.png,Bonafide,0,17419,False,none,3,False,bona_train,train
17420.png,Bonafide,0,17420,False,none,4,True,bona_train,val
17429.png,Bonafide,0,17429,False,none,3,False,bona_train,train
17436.png,Bonafide,0,17436,False,none,2,False,bona_val,train
17441.png,Bonafide,0,17441,False,none,3,False,bona_train,train
17456.png,Bonafide,0,17456,False,none,4,True,bona_train,train
17492.png,Bonafide,0,17492,False,none,0,False,bona_train,train
17496.png,Bonafide,0,17496,False,none,3,False,bona_train,val
17558.png,Bonafide,0,17558,False,none,4,True,bona_train,train
17621.png,Bonafide,0,17621,False,none,3,False,bona_train,train
17627.png,Bonafide,0,17627,False,none,0,False,bona_train,train
17644.png,Bonafide,0,17644,False,none,2,False,bona_train,val
17655.png,Bonafide,0,17655,False,none,1,False,bona_train,train
17714.png,Bonafide,0,17714,False,none,3,False,bona_train,train
17723.png,Bonafide,0,17723,False,none,1,False,bona_val,train
17757.png,Bonafide,0,17757,False,none,3,False,bona_train,train
17761.png,Bonafide,0,17761,False,none,2,False,bona_val,train
17794.png,Bonafide,0,17794,False,none,3,False,bona_train,val
17795.png,Bonafide,0,17795,False,none,4,True,bona_train,train
17798.png,Bonafide,0,17798,False,none,1,False,bona_val,train
17801.png,Bonafide,0,17801,False,none,3,False,bona_val,train
17879.png,Bonafide,0,17879,False,none,1,False,bona_train,val
17889.png,Bonafide,0,17889,False,none,4,True,bona_train,train
17894.png,Bonafide,0,17894,False,none,3,False,bona_train,train
17896.png,Bonafide,0,17896,False,none,3,False,bona_train,train
17898.png,Bonafide,0,17898,False,none,3,False,bona_train,train
17905.png,Bonafide,0,17905,False,none,0,False,bona_train,train
17909.png,Bonafide,0,17909,False,none,4,True,bona_train,train
17936.png,Bonafide,0,17936,False,none,4,True,bona_train,train
17966.png,Bonafide,0,17966,False,none,4,True,bona_train,train
17986.png,Bonafide,0,17986,False,none,0,False,bona_train,train
18016.png,Bonafide,0,18016,False,none,3,False,bona_train,train
18033.png,Bonafide,0,18033,False,none,2,False,bona_train,val
18046.png,Bonafide,0,18046,False,none,4,True,bona_val,train
18101.png,Bonafide,0,18101,False,none,3,False,bona_val,train
18115.png,Bonafide,0,18115,False,none,0,False,bona_val,train
18159.png,Bonafide,0,18159,False,none,2,False,bona_train,train
18173.png,Bonafide,0,18173,False,none,4,True,bona_train,val
18181.png,Bonafide,0,18181,False,none,1,False,bona_train,train
18190.png,Bonafide,0,18190,False,none,2,False,bona_train,train
18214.png,Bonafide,0,18214,False,none,3,False,bona_train,train
18226.png,Bonafide,0,18226,False,none,3,False,bona_val,val
18231.png,Bonafide,0,18231,False,none,1,False,bona_train,train
18258.png,Bonafide,0,18258,False,none,1,False,bona_train,train
18267.png,Bonafide,0,18267,False,none,4,True,bona_train,train
18268.png,Bonafide,0,18268,False,none,1,False,bona_train,train
18270.png,Bonafide,0,18270,False,none,3,False,bona_train,train
18289.png,Bonafide,0,18289,False,none,3,False,bona_train,train
18298.png,Bonafide,0,18298,False,none,1,False,bona_train,val
18325.png,Bonafide,0,18325,False,none,0,False,bona_val,train
18345.png,Bonafide,0,18345,False,none,3,False,bona_val,train
18346.png,Bonafide,0,18346,False,none,1,False,bona_train,train
18350.png,Bonafide,0,18350,False,none,4,True,bona_train,train
18357.png,Bonafide,0,18357,False,none,3,False,bona_train,train
18382.png,Bonafide,0,18382,False,none,1,False,bona_train,val
18390.png,Bonafide,0,18390,False,none,3,False,bona_train,train
18402.png,Bonafide,0,18402,False,none,2,False,bona_train,train
18406.png,Bonafide,0,18406,False,none,3,False,bona_val,train
18427.png,Bonafide,0,18427,False,none,2,False,bona_train,train
18459.png,Bonafide,0,18459,False,none,1,False,bona_train,val
18473.png,Bonafide,0,18473,False,none,1,False,bona_train,train
18477.png,Bonafide,0,18477,False,none,3,False,bona_train,val
18480.png,Bonafide,0,18480,False,none,3,False,bona_train,val
18481.png,Bonafide,0,18481,False,none,2,False,bona_train,train
18490.png,Bonafide,0,18490,False,none,2,False,bona_train,train
18502.png,Bonafide,0,18502,False,none,0,False,bona_train,val
18517.png,Bonafide,0,18517,False,none,1,False,bona_val,train
18545.png,Bonafide,0,18545,False,none,2,False,bona_train,val
18556.png,Bonafide,0,18556,False,none,2,False,bona_train,train
18560.png,Bonafide,0,18560,False,none,4,True,bona_train,train
18565.png,Bonafide,0,18565,False,none,4,True,bona_train,val
18568.png,Bonafide,0,18568,False,none,1,False,bona_val,train
18585.png,Bonafide,0,18585,False,none,1,False,bona_train,val
18590.png,Bonafide,0,18590,False,none,3,False,bona_train,train
18704.png,Bonafide,0,18704,False,none,2,False,bona_val,train
18711.png,Bonafide,0,18711,False,none,0,False,bona_train,val
18725.png,Bonafide,0,18725,False,none,3,False,bona_val,train
18743.png,Bonafide,0,18743,False,none,2,False,bona_train,train
18758.png,Bonafide,0,18758,False,none,0,False,bona_val,train
18762.png,Bonafide,0,18762,False,none,0,False,bona_train,val
18768.png,Bonafide,0,18768,False,none,3,False,bona_train,train
18779.png,Bonafide,0,18779,False,none,4,True,bona_train,train
18828.png,Bonafide,0,18828,False,none,3,False,bona_train,train
18853.png,Bonafide,0,18853,False,none,0,False,bona_train,train
18876.png,Bonafide,0,18876,False,none,2,False,bona_train,train
18968.png,Bonafide,0,18968,False,none,1,False,bona_val,train
18973.png,Bonafide,0,18973,False,none,2,False,bona_train,train
19019.png,Bonafide,0,19019,False,none,0,False,bona_train,val
19026.png,Bonafide,0,19026,False,none,1,False,bona_train,val
19027.png,Bonafide,0,19027,False,none,2,False,bona_val,val
19053.png,Bonafide,0,19053,False,none,4,True,bona_train,train
19060.png,Bonafide,0,19060,False,none,3,False,bona_train,train
19078.png,Bonafide,0,19078,False,none,4,True,bona_train,train
19126.png,Bonafide,0,19126,False,none,3,False,bona_val,train
19143.png,Bonafide,0,19143,False,none,1,False,bona_train,val
19158.png,Bonafide,0,19158,False,none,1,False,bona_train,val
19164.png,Bonafide,0,19164,False,none,4,True,bona_val,train
19195.png,Bonafide,0,19195,False,none,1,False,bona_val,train
19197.png,Bonafide,0,19197,False,none,2,False,bona_train,val
19250.png,Bonafide,0,19250,False,none,4,True,bona_train,val
19273.png,Bonafide,0,19273,False,none,3,False,bona_train,train
19289.png,Bonafide,0,19289,False,none,3,False,bona_val,train
19292.png,Bonafide,0,19292,False,none,2,False,bona_train,train
19302.png,Bonafide,0,19302,False,none,4,True,bona_train,train
